exon_gencodeID	chr	start	end	strand	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUSE00001425732.1	chr13	104,429,790	104,429,870	+	ENSMUSG00000046169.10	Adamts6	-0.473368820	-3.141928042	0.00230320247503	0.028403006
ENSMUSE00001407156.1	chr10	123,178,324	123,178,684	-	ENSMUSG00000112879.1	Gm47726	0.489869764	3.141800006	0.00230410475828	0.028408662
ENSMUSE00000734534.1	chr9	21,574,894	21,575,093	+	ENSMUSG00000032185.15	Carm1	0.355940276	3.141674246	0.00230499132158	0.028409907
ENSMUSE00001378066.1	chr7	90,387,359	90,389,036	+	ENSMUSG00000030616.16	Sytl2	0.335419216	3.141289395	0.00230770635465	0.028433037
ENSMUSE00000440473.1	chr2	32,724,937	32,725,399	+	ENSMUSG00000059013.12	Sh2d3c	0.343540298	3.140887287	0.00231054631981	0.028456161
ENSMUSE00000709202.1	chr8	71,407,213	71,407,749	+	ENSMUSG00000046295.13	Ankle1	-0.370430546	-3.140820812	0.00231101612833	0.028460742
ENSMUSE00001211879.1	chrX	84,271,952	84,272,127	+	ENSMUSG00000045103.19	Dmd	0.313166549	3.140730988	0.00231165108950	0.028467356
ENSMUSE00000100664.1	chr10	125,230,592	125,231,404	-	ENSMUSG00000020102.15	Slc16a7	-0.267281061	-3.140507678	0.00231323037158	0.028484392
ENSMUSE00000515682.5	chr18	34,751,314	34,751,533	-	ENSMUSG00000044201.10	Cdc25c	-0.299392191	-3.140431438	0.00231376978062	0.028486209
ENSMUSE00001461707.1	chr18	34,751,314	34,751,508	-	ENSMUSG00000044201.10	Cdc25c	-0.299392191	-3.140431438	0.00231376978062	0.028486209
ENSMUSE00001463126.1	chr18	34,751,314	34,751,524	-	ENSMUSG00000044201.10	Cdc25c	-0.299392191	-3.140431438	0.00231376978062	0.028486209
ENSMUSE00000732003.1	chr1	171,407,358	171,410,298	+	ENSMUSG00000048865.16	Arhgap30	0.262902315	3.140104973	0.00231608089922	0.028507421
ENSMUSE00000774129.1	chr5	114,899,742	114,899,971	+	ENSMUSG00000029561.17	Oasl2	-0.511109568	-3.139696750	0.00231897382837	0.028533367
ENSMUSE00000237990.3	chr9	67,930,614	67,930,761	+	ENSMUSG00000035284.10	Vps13c	-0.332476407	-3.139654450	0.00231927378127	0.028535850
ENSMUSE00001461700.1	chr18	37,974,618	37,974,686	-	ENSMUSG00000024451.9	Arap3	-0.279130866	-3.138818784	0.00232520706357	0.028573792
ENSMUSE00000401120.6	chr11	88,999,376	89,000,082	+	ENSMUSG00000000275.16	Trim25	-0.267760267	-3.138704529	0.00232601938118	0.028578944
ENSMUSE00000818641.1	chr16	44,369,880	44,370,378	+	ENSMUSG00000043065.12	Spice1	-0.265081119	-3.138396938	0.00232820756567	0.028594955
ENSMUSE00000769547.1	chr2	12,980,293	12,980,529	+	ENSMUSG00000026730.12	Pter	-0.292435231	-3.138233418	0.00232937161785	0.028598382
ENSMUSE00000605943.4	chr13	62,517,500	62,517,649	-	ENSMUSG00000074865.11	Zfp934	-0.268951079	-3.137490439	0.00233466750790	0.028640991
ENSMUSE00001410798.1	chr12	56,493,201	56,493,392	-	ENSMUSG00000112343.1	Sfta3-ps	-0.455537972	-3.137350827	0.00233566390451	0.028646385
ENSMUSE00000680975.1	chr15	79,918,753	79,919,104	-	ENSMUSG00000053411.16	Cbx7	0.268788552	3.136996876	0.00233819178042	0.028666076
ENSMUSE00000345175.1	chr16	37,215,923	37,216,070	-	ENSMUSG00000022829.14	Stxbp5l	0.273010498	3.137015317	0.00233806001449	0.028666076
ENSMUSE00000117107.1	chr13	24,867,089	24,867,181	+	ENSMUSG00000006711.15	D130043K22Rik	-0.312905153	-3.136631338	0.00234080509093	0.028686675
ENSMUSE00000960047.1	chr2	181,386,120	181,386,309	+	ENSMUSG00000085028.2	Slc2a4rg-ps	-0.386964254	-3.135862510	0.00234631049347	0.028725091
ENSMUSE00000494001.5	chr10	127,747,276	127,751,096	-	ENSMUSG00000058396.7	Gpr182	0.305805297	3.135811836	0.00234667377522	0.028728329
ENSMUSE00000150712.3	chr18	77,253,017	77,253,109	+	ENSMUSG00000025425.18	St8sia5	0.262343496	3.135068194	0.00235201107475	0.028774288
ENSMUSE00000806086.1	chr17	34,417,479	34,417,533	+	ENSMUSG00000057246.16	BC051142	0.386996474	3.134626692	0.00235518518592	0.028797370
ENSMUSE00001090892.1	chr7	126,674,087	126,674,181	-	ENSMUSG00000030711.16	Sult1a1	0.508140383	3.134404755	0.00235678227520	0.028809630
ENSMUSE00000224298.3	chr9	60,861,052	60,861,159	+	ENSMUSG00000034485.10	Uaca	-0.305522532	-3.134257469	0.00235784272256	0.028818825
ENSMUSE00000741739.1	chr4	44,308,948	44,309,049	+	ENSMUSG00000035683.13	Melk	-0.304804120	-3.134178213	0.00235841353953	0.028819879
ENSMUSE00000821921.1	chr7	55,980,425	55,980,850	+	ENSMUSG00000085927.1	Gm15888	-0.301922001	-3.134190649	0.00235832396626	0.028819879
ENSMUSE00000314374.1	chr14	46,762,528	46,762,610	+	ENSMUSG00000037628.10	Cdkn3	-0.491179776	-3.133711221	0.00236177954462	0.028850100
ENSMUSE00001209927.1	chr6	29,927,321	29,927,389	+	ENSMUSG00000039629.14	Strip2	-0.264003977	-3.132763983	0.00236862082953	0.028903317
ENSMUSE00001211476.1	chr3	130,583,270	130,583,323	+	ENSMUSG00000058897.18	Col25a1	-0.251663465	-3.132512360	0.00237044124487	0.028908547
ENSMUSE00001386806.1	chr10	82,400,754	82,400,986	+	ENSMUSG00000073427.4	Gm4924	-0.387659395	-3.131835598	0.00237534386264	0.028949732
ENSMUSE00000790104.1	chr3	36,571,638	36,571,927	-	ENSMUSG00000027715.9	Ccna2	-0.254360760	-3.131348051	0.00237888162298	0.028982311
ENSMUSE00000317120.3	chr13	108,373,713	108,373,853	+	ENSMUSG00000021697.12	Depdc1b	-0.412758887	-3.131175578	0.00238013430198	0.028992714
ENSMUSE00000897045.1	chr13	108,373,713	108,373,956	+	ENSMUSG00000021697.12	Depdc1b	-0.412758887	-3.131175578	0.00238013430198	0.028992714
ENSMUSE00000644711.1	chr2	70,238,757	70,238,959	+	ENSMUSG00000042064.13	Myo3b	-0.399914563	-3.130991373	0.00238147286633	0.029005374
ENSMUSE00000265600.2	chr9	119,492,049	119,492,186	-	ENSMUSG00000032511.17	Scn5a	-0.400736541	-3.130638724	0.00238403743280	0.029026022
ENSMUSE00000735846.1	chr2	163,072,624	163,073,143	+	ENSMUSG00000017861.11	Mybl2	-0.282070048	-3.130025850	0.00238850054492	0.029066620
ENSMUSE00000877181.1	chr14	73,143,400	73,143,830	+	ENSMUSG00000022106.14	Rcbtb2	-0.409776343	-3.129866418	0.00238966283963	0.029079548
ENSMUSE00001365932.1	chr2	40,600,284	40,600,398	-	ENSMUSG00000049252.17	Lrp1b	-0.276707635	-3.129773275	0.00239034212570	0.029083098
ENSMUSE00000796677.1	chr6	145,137,497	145,137,607	+	ENSMUSG00000030263.13	Irag2	0.741019173	3.129771561	0.00239035462687	0.029083098
ENSMUSE00001051166.1	chr5	111,347,120	111,347,127	+	ENSMUSG00000050017.11	Pitpnb	0.712575460	3.129613213	0.00239150985782	0.029091315
ENSMUSE00001217068.1	chr3	107,292,408	107,292,525	+	ENSMUSG00000027896.15	Slc16a4	-0.562505360	-3.129426998	0.00239286905578	0.029102732
ENSMUSE00001321494.1	chr12	20,804,381	20,805,681	-	ENSMUSG00000099759.1	1700030C10Rik	-0.491928515	-3.129048798	0.00239563178968	0.029125370
ENSMUSE00001327426.1	chr14	55,089,572	55,092,042	-	ENSMUSG00000040721.9	Zfhx2	-0.302731822	-3.128646477	0.00239857398533	0.029147365
ENSMUSE00001448464.1	chr17	55,999,743	56,000,156	-	ENSMUSG00000038781.7	Stap2	-0.336933241	-3.128443456	0.00240005996512	0.029156721
ENSMUSE00000603968.2	chr2	32,583,273	32,583,771	+	ENSMUSG00000046854.16	Pip5kl1	-0.259989259	-3.128064716	0.00240283438989	0.029167008
ENSMUSE00000351890.7	chr2	32,583,273	32,583,772	+	ENSMUSG00000046854.16	Pip5kl1	-0.259989259	-3.128064716	0.00240283438989	0.029167008
ENSMUSE00001246059.1	chr6	17,535,838	17,535,937	+	ENSMUSG00000009376.15	Met	0.332742938	3.128081547	0.00240271103343	0.029167008
ENSMUSE00000800255.1	chr12	100,192,039	100,192,745	+	ENSMUSG00000072884.10	Gm10433	-0.434462804	-3.128061053	0.00240286123485	0.029167008
ENSMUSE00001425936.1	chr17	66,130,680	66,130,784	+	ENSMUSG00000035842.10	Ddx11	-0.384669073	-3.127747863	0.00240515775988	0.029183839
ENSMUSE00000253129.3	chr3	95,296,096	95,296,852	-	ENSMUSG00000015702.13	Anxa9	-0.397413730	-3.127482040	0.00240710855573	0.029201417
ENSMUSE00000941606.1	chr19	5,796,389	5,796,952	-	ENSMUSG00000092341.3	Malat1	-0.319636092	-3.127377086	0.00240787918759	0.029208329
ENSMUSE00001376185.1	chr7	59,286,052	59,289,166	-	ENSMUSG00000108880.1	Gm44560	-0.451215353	-3.126937631	0.00241110842099	0.029227993
ENSMUSE00001290804.1	chr9	36,725,797	36,725,878	-	ENSMUSG00000032113.16	Chek1	-0.381991048	-3.126847061	0.00241177445492	0.029234848
ENSMUSE00001017338.1	chr3	114,153,099	114,153,188	+	ENSMUSG00000027966.20	Col11a1	-0.290731737	-3.126067092	0.00241751727684	0.029260620
ENSMUSE00000676891.1	chr7	19,160,331	19,160,391	-	ENSMUSG00000030406.7	Gipr	-0.268859035	-3.126335923	0.00241553646739	0.029260620
ENSMUSE00001132320.1	chr1	64,861,187	64,861,250	-	ENSMUSG00000051344.13	Plekhm3	-0.285456132	-3.125678560	0.00242038274086	0.029275230
ENSMUSE00000474393.1	chr3	135,240,948	135,241,106	+	ENSMUSG00000045328.11	Cenpe	-0.283318250	-3.125664696	0.00242048505047	0.029275230
ENSMUSE00000702909.1	chr6	17,571,613	17,573,980	+	ENSMUSG00000009376.15	Met	0.276346854	3.125648218	0.00242060664653	0.029275230
ENSMUSE00000749170.1	chr1	74,601,480	74,601,613	+	ENSMUSG00000033276.18	Stk36	-0.277726794	-3.124921140	0.00242597788849	0.029314151
ENSMUSE00000808179.1	chr1	74,601,503	74,601,613	+	ENSMUSG00000033276.18	Stk36	-0.277726794	-3.124921140	0.00242597788849	0.029314151
ENSMUSE00000270075.4	chr1	74,601,514	74,601,613	+	ENSMUSG00000033276.18	Stk36	-0.277726794	-3.124921140	0.00242597788849	0.029314151
ENSMUSE00001451183.1	chr9	41,402,182	41,402,263	+	ENSMUSG00000074415.14	Mir100hg	-0.276454305	-3.124898370	0.00242614628582	0.029314968
ENSMUSE00000809604.1	chr4	99,828,877	99,829,090	-	ENSMUSG00000028549.17	Itgb3bp	-0.310322650	-3.124662732	0.00242788953900	0.029329938
ENSMUSE00001415436.1	chr13	75,756,275	75,756,444	+	ENSMUSG00000001542.7	Ell2	0.395855877	3.124665007	0.00242787269739	0.029329938
ENSMUSE00000819168.1	chr12	75,989,074	75,989,256	+	ENSMUSG00000063450.14	Syne2	-0.347364707	-3.124637172	0.00242807870277	0.029331005
ENSMUSE00001254128.1	chr11	78,301,895	78,302,020	+	ENSMUSG00000002055.9	Spag5	-0.260929015	-3.124479625	0.00242924497243	0.029339000
ENSMUSE00000725022.1	chr3	36,571,638	36,571,964	-	ENSMUSG00000027715.9	Ccna2	-0.253926775	-3.124346753	0.00243022898641	0.029346009
ENSMUSE00001398219.1	chr9	113,104,712	113,104,864	-	ENSMUSG00000110996.1	Gm36251	0.350200557	3.124200882	0.00243130969163	0.029354948
ENSMUSE00000753836.1	chr2	76,671,362	76,671,848	-	ENSMUSG00000002732.14	Fkbp7	0.254507641	3.124136592	0.00243178613595	0.029357498
ENSMUSE00000772942.1	chrX	50,558,231	50,558,384	-	ENSMUSG00000085396.7	Firre	-0.258620354	-3.124066356	0.00243230674355	0.029361270
ENSMUSE00000280676.3	chr17	66,129,857	66,130,102	+	ENSMUSG00000035842.10	Ddx11	-0.318187998	-3.123522324	0.00243634278792	0.029391764
ENSMUSE00001296168.1	chr1	162,832,963	162,833,035	-	ENSMUSG00000040181.14	Fmo1	-0.256675509	-3.123368192	0.00243748738426	0.029403236
ENSMUSE00000412389.8	chr14	121,952,551	121,955,131	-	ENSMUSG00000051212.8	Gpr183	0.364846450	3.122724733	0.00244227118866	0.029436418
ENSMUSE00001320510.1	chr13	101,692,447	101,692,576	-	ENSMUSG00000041417.15	Pik3r1	0.302982129	3.122345439	0.00244509514846	0.029453364
ENSMUSE00001277625.1	chr2	112,764,566	112,764,706	-	ENSMUSG00000057378.15	Ryr3	-0.305927755	-3.122147749	0.00244656821442	0.029459115
ENSMUSE00000365814.4	chr4	155,839,726	155,839,890	+	ENSMUSG00000029070.9	Mxra8	0.446512975	3.122210447	0.00244610093575	0.029459115
ENSMUSE00001296243.1	chr5	147,430,896	147,431,009	+	ENSMUSG00000029647.15	Pan3	0.368318976	3.122060623	0.00244721768913	0.029464286
ENSMUSE00000520071.1	chr5	71,034,730	71,034,797	-	ENSMUSG00000000560.9	Gabra2	-0.254708639	-3.121822946	0.00244899024827	0.029478372
ENSMUSE00000874180.1	chr1	57,774,365	57,774,491	+	ENSMUSG00000038305.15	Spats2l	-0.462885964	-3.121763951	0.00244943040689	0.029481472
ENSMUSE00001426860.1	chr13	67,229,868	67,229,969	-	ENSMUSG00000114771.1	Gm49064	-0.340699593	-3.121709959	0.00244983330443	0.029482111
ENSMUSE00000753961.1	chrX	107,292,023	107,292,322	+	ENSMUSG00000073008.11	Gpr174	-0.708379511	-3.121347784	0.00245253751193	0.029499024
ENSMUSE00000941291.1	chr12	54,943,977	54,944,052	-	ENSMUSG00000035021.13	Baz1a	-0.454226141	-3.120673955	0.00245757611449	0.029535196
ENSMUSE00001358538.1	chr1	136,510,145	136,510,245	+	ENSMUSG00000041498.13	Kif14	-0.481711857	-3.119924969	0.00246318800942	0.029578682
ENSMUSE00000806240.1	chr12	75,950,937	75,951,101	+	ENSMUSG00000063450.14	Syne2	-0.376534322	-3.119153318	0.00246898220548	0.029625749
ENSMUSE00000756658.1	chr9	68,663,801	68,664,967	+	ENSMUSG00000032238.17	Rora	0.441195582	3.119131145	0.00246914888289	0.029626526
ENSMUSE00000516197.1	chr19	22,889,394	22,889,444	+	ENSMUSG00000052387.16	Trpm3	-0.275809055	-3.118392986	0.00247470381851	0.029662581
ENSMUSE00000165547.1	chr2	76,671,697	76,671,848	-	ENSMUSG00000002732.14	Fkbp7	0.260806349	3.118232587	0.00247591241677	0.029672196
ENSMUSE00000273536.1	chr14	78,578,689	78,578,808	-	ENSMUSG00000034731.11	Dgkh	0.257581815	3.118232358	0.00247591414344	0.029672196
ENSMUSE00001384133.1	chr10	125,339,139	125,339,233	-	ENSMUSG00000020102.15	Slc16a7	-0.350255751	-3.118003434	0.00247764002852	0.029688347
ENSMUSE00000214155.3	chr8	104,261,474	104,261,569	+	ENSMUSG00000054400.16	Cklf	-0.406105657	-3.117487381	0.00248153473653	0.029711626
ENSMUSE00000459041.3	chr16	15,966,602	15,966,852	-	ENSMUSG00000041974.10	Spidr	-0.317544565	-3.117320534	0.00248279516402	0.029724036
ENSMUSE00000112941.1	chr11	101,183,455	101,183,582	+	ENSMUSG00000017167.6	Cntnap1	-0.672248459	-3.117104322	0.00248442940312	0.029739928
ENSMUSE00000779239.1	chr18	71,951,906	71,955,074	-	ENSMUSG00000060534.16	Dcc	-0.316905132	-3.116264756	0.00249078475959	0.029789028
ENSMUSE00000849306.1	chr15	79,765,787	79,765,853	-	ENSMUSG00000022420.16	Dnal4	-0.429350896	-3.116148846	0.00249166336281	0.029794146
ENSMUSE00000952607.3	chr18	7,004,622	7,004,780	-	ENSMUSG00000061013.6	Mkx	0.415134043	3.116106358	0.00249198549629	0.029794811
ENSMUSE00000396189.1	chr11	102,912,354	102,912,469	-	ENSMUSG00000051378.10	Kif18b	-0.281200890	-3.115956819	0.00249311957779	0.029807144
ENSMUSE00000362860.3	chr2	180,103,902	180,104,488	-	ENSMUSG00000039059.11	Hrh3	0.266161647	3.115270440	0.00249833111735	0.029854723
ENSMUSE00000486090.1	chr18	71,335,939	71,336,101	-	ENSMUSG00000060534.16	Dcc	-0.252823259	-3.114763178	0.00250218917217	0.029886089
ENSMUSE00000375172.6	chr11	84,828,751	84,828,994	-	ENSMUSG00000034449.7	Dhrs11	0.328821359	3.114744695	0.00250232985321	0.029886542
ENSMUSE00001293533.1	chr18	82,572,825	82,572,926	+	ENSMUSG00000041607.17	Mbp	0.262285586	3.114681466	0.00250281117061	0.029888608
ENSMUSE00001364718.1	chr3	116,568,759	116,568,864	+	ENSMUSG00000027961.7	Lrrc39	0.617603240	3.113840096	0.00250922404149	0.029939371
ENSMUSE00001284940.1	chr7	3,424,195	3,424,992	+	ENSMUSG00000078815.8	Cacng6	0.543306188	3.113811675	0.00250944093494	0.029940730
ENSMUSE00000150068.1	chr10	128,728,256	128,728,341	-	ENSMUSG00000025357.8	Dgka	-0.263736702	-3.113418140	0.00251244592549	0.029971665
ENSMUSE00000676314.2	chr3	19,992,509	19,992,582	+	ENSMUSG00000003617.16	Cp	0.582063806	3.113260875	0.00251364771730	0.029983541
ENSMUSE00000619154.1	chr6	29,502,778	29,502,874	-	ENSMUSG00000059022.15	Kcp	-0.450341285	-3.113071351	0.00251509674168	0.029993305
ENSMUSE00001435902.1	chr14	45,220,566	45,220,672	+	ENSMUSG00000049092.11	Gpr137c	0.274527785	3.112929240	0.00251618378002	0.029993305
ENSMUSE00000816851.2	chr18	77,185,839	77,186,225	+	ENSMUSG00000025425.18	St8sia5	0.272157290	3.112940733	0.00251609584709	0.029993305
ENSMUSE00000511340.2	chr18	77,185,853	77,186,225	+	ENSMUSG00000025425.18	St8sia5	0.272157290	3.112940733	0.00251609584709	0.029993305
ENSMUSE00000150075.1	chr10	128,733,265	128,733,384	-	ENSMUSG00000025357.8	Dgka	-0.287419072	-3.112765845	0.00251743416034	0.030001633
ENSMUSE00000813851.1	chr6	34,769,549	34,769,662	+	ENSMUSG00000029761.16	Cald1	-0.313530065	-3.112204236	0.00252173628044	0.030039296
ENSMUSE00001245232.1	chr10	42,339,825	42,339,925	-	ENSMUSG00000038302.14	Afg1l	-0.268753863	-3.112168128	0.00252201311283	0.030039296
ENSMUSE00000324881.1	chr7	135,713,757	135,713,872	-	ENSMUSG00000031004.8	Mki67	-0.341357954	-3.112062692	0.00252282163549	0.030043402
ENSMUSE00000771491.1	chrX	74,023,610	74,023,913	-	ENSMUSG00000031392.18	Irak1	0.334790440	3.112038755	0.00252300522880	0.030043402
ENSMUSE00000185212.1	chr4	155,840,906	155,841,208	+	ENSMUSG00000029070.9	Mxra8	0.302245589	3.111540759	0.00252682756275	0.030072909
ENSMUSE00001393139.1	chr8	71,965,794	71,965,990	+	ENSMUSG00000052446.17	Zfp961	-0.391727902	-3.110877749	0.00253192481053	0.030121136
ENSMUSE00001464724.1	chr12	109,616,875	109,617,349	+	ENSMUSG00000097451.11	Rian	-0.350535024	-3.110460598	0.00253513679423	0.030140705
ENSMUSE00000763730.1	chr15	79,918,753	79,918,927	-	ENSMUSG00000053411.16	Cbx7	0.293553266	3.110149883	0.00253753170065	0.030153409
ENSMUSE00000510546.4	chr18	71,954,754	71,955,074	-	ENSMUSG00000060534.16	Dcc	-0.316171298	-3.110036811	0.00253840374701	0.030161306
ENSMUSE00001439268.1	chr15	89,149,398	89,149,494	-	ENSMUSG00000053137.7	Mapk11	-0.291563220	-3.109961646	0.00253898359890	0.030165731
ENSMUSE00000827825.1	chr11	75,416,316	75,416,428	-	ENSMUSG00000000753.15	Serpinf1	0.385342089	3.109499553	0.00254255108538	0.030180988
ENSMUSE00000421892.3	chr16	20,694,908	20,695,177	+	ENSMUSG00000050821.14	Fam131a	0.327968467	3.109526817	0.00254234046582	0.030180988
ENSMUSE00001243318.1	chr6	38,329,149	38,329,272	-	ENSMUSG00000029826.14	Zc3hav1	-0.520110389	-3.109218355	0.00254472428384	0.030198412
ENSMUSE00000826954.1	chr10	82,764,004	82,764,144	-	ENSMUSG00000020248.18	Nfyb	-0.284163236	-3.108627755	0.00254929430100	0.030240048
ENSMUSE00000778287.1	chr10	82,764,004	82,764,101	-	ENSMUSG00000020248.18	Nfyb	-0.284163236	-3.108627755	0.00254929430100	0.030240048
ENSMUSE00000796061.1	chr4	155,840,915	155,841,208	+	ENSMUSG00000029070.9	Mxra8	0.300516709	3.108074102	0.00255358535305	0.030272426
ENSMUSE00001435623.1	chr14	34,310,167	34,310,385	-	ENSMUSG00000041471.9	Shld2	0.291822773	3.108039749	0.00255385182404	0.030273117
ENSMUSE00001321749.1	chr9	88,327,197	88,328,030	+	ENSMUSG00000032420.8	Nt5e	0.343014925	3.107730259	0.00255625366641	0.030293873
ENSMUSE00000473896.3	chr15	102,324,008	102,324,357	+	ENSMUSG00000058290.4	Espl1	-0.273427747	-3.107391509	0.00255888499568	0.030295731
ENSMUSE00000254420.3	chr9	123,013,940	123,014,012	+	ENSMUSG00000036768.6	Kif15	-0.275253091	-3.107162218	0.00256066749822	0.030308564
ENSMUSE00000707077.2	chrX	74,023,610	74,023,831	-	ENSMUSG00000031392.18	Irak1	0.333438676	3.106211228	0.00256807283293	0.030371124
ENSMUSE00001405948.1	chr10	75,517,154	75,517,298	-	ENSMUSG00000033416.15	Gucd1	0.284939624	3.106175136	0.00256835427499	0.030371983
ENSMUSE00000831259.1	chr3	114,108,281	114,108,324	+	ENSMUSG00000027966.20	Col11a1	-0.361980478	-3.106105750	0.00256889541265	0.030375911
ENSMUSE00000906812.1	chr7	140,945,956	140,946,013	+	ENSMUSG00000062031.13	Pgghg	-0.278198961	-3.105884934	0.00257061826191	0.030383928
ENSMUSE00001437573.1	chr15	76,616,573	76,617,384	-	ENSMUSG00000063354.7	Slc39a4	0.741798144	3.105890955	0.00257057127203	0.030383928
ENSMUSE00001300387.1	chr17	34,417,242	34,417,533	+	ENSMUSG00000057246.16	BC051142	0.328809186	3.105944028	0.00257015709858	0.030383928
ENSMUSE00001357401.1	chr3	89,101,756	89,101,852	-	ENSMUSG00000059743.12	Fdps	0.309720435	3.105419316	0.00257425463021	0.030407135
ENSMUSE00001338182.1	chr1	191,556,784	191,556,887	-	ENSMUSG00000037474.13	Dtl	-0.310898354	-3.105317557	0.00257504998305	0.030411588
ENSMUSE00000767789.1	chr2	4,166,802	4,167,006	+	ENSMUSG00000026657.17	Frmd4a	0.341138400	3.104650191	0.00258027179670	0.030449762
ENSMUSE00000967497.1	chr3	114,147,770	114,147,823	+	ENSMUSG00000027966.20	Col11a1	-0.289592394	-3.103932906	0.00258589519269	0.030485196
ENSMUSE00001315236.1	chr2	131,953,009	131,953,582	+	ENSMUSG00000098754.7	Prn	-0.385442905	-3.103108906	0.00259236928559	0.030536760
ENSMUSE00000670976.1	chr3	106,733,116	106,733,142	+	ENSMUSG00000056260.15	Lrif1	0.260696589	3.103073234	0.00259264989383	0.030537859
ENSMUSE00000169361.1	chr2	163,068,156	163,068,315	+	ENSMUSG00000017861.11	Mybl2	-0.252785040	-3.102995160	0.00259326415732	0.030541115
ENSMUSE00000150070.1	chr10	128,730,191	128,730,259	-	ENSMUSG00000025357.8	Dgka	-0.308098775	-3.102515966	0.00259703728444	0.030568220
ENSMUSE00000945814.1	chrX	74,023,528	74,023,598	-	ENSMUSG00000092907.1	Mir5132	0.294373246	3.102169282	0.00259977022594	0.030586710
ENSMUSE00000098538.3	chr10	39,060,127	39,060,268	+	ENSMUSG00000019846.11	Lama4	-0.251724408	-3.102086728	0.00260042140200	0.030589480
ENSMUSE00001420385.1	chr12	101,064,225	101,064,736	-	ENSMUSG00000041846.15	Ppp4r3a	0.834571950	3.101423752	0.00260565636456	0.030632474
ENSMUSE00000169164.1	chr2	130,041,757	130,042,065	+	ENSMUSG00000027401.9	Tgm3	0.307964514	3.100931553	0.00260954918426	0.030661319
ENSMUSE00000768713.1	chr8	46,605,149	46,605,214	-	ENSMUSG00000038225.15	Primpol	-0.303665053	-3.100861591	0.00261010295279	0.030663675
ENSMUSE00000611628.3	chr10	75,517,154	75,517,381	-	ENSMUSG00000033416.15	Gucd1	0.279912695	3.100739096	0.00261107280447	0.030668874
ENSMUSE00001311381.1	chr6	29,931,764	29,931,829	+	ENSMUSG00000039629.14	Strip2	-0.250000887	-3.100074393	0.00261634141122	0.030700239
ENSMUSE00000644188.1	chr16	33,982,688	33,982,888	-	ENSMUSG00000061751.16	Kalrn	-0.250927233	-3.099768072	0.00261877271678	0.030718370
ENSMUSE00000221934.3	chr14	34,396,372	34,396,478	+	ENSMUSG00000041445.9	Mmrn2	-0.701132361	-3.099585878	0.00262021980733	0.030726668
ENSMUSE00000113080.3	chr11	101,627,942	101,628,064	+	ENSMUSG00000010362.9	Rdm1	-0.296000540	-3.099448468	0.00262131169361	0.030735754
ENSMUSE00000238990.3	chr9	67,858,790	67,858,885	+	ENSMUSG00000035284.10	Vps13c	-0.442914467	-3.099081271	0.00262423158012	0.030751392
ENSMUSE00001367165.1	chrX	50,558,138	50,558,384	-	ENSMUSG00000085396.7	Firre	-0.251471152	-3.098633809	0.00262779380696	0.030767284
ENSMUSE00000278128.1	chr10	127,326,553	127,326,651	+	ENSMUSG00000040345.10	Arhgap9	0.696962172	3.098511928	0.00262876487751	0.030772274
ENSMUSE00000779737.1	chrX	151,801,154	151,801,366	+	ENSMUSG00000025261.18	Huwe1	-0.305692418	-3.098336477	0.00263016334176	0.030780034
ENSMUSE00000738214.1	chrX	74,023,610	74,023,918	-	ENSMUSG00000031392.18	Irak1	0.333874137	3.098270657	0.00263068815531	0.030781693
ENSMUSE00000699100.1	chrX	74,023,610	74,023,915	-	ENSMUSG00000031392.18	Irak1	0.333874137	3.098270657	0.00263068815531	0.030781693
ENSMUSE00001246653.1	chr1	139,473,538	139,473,745	+	ENSMUSG00000033952.14	Aspm	-0.381383312	-3.098179498	0.00263141515773	0.030785948
ENSMUSE00001331131.1	chr8	48,868,642	48,869,016	+	ENSMUSG00000100706.6	Gm19744	0.457467946	3.097749211	0.00263484929639	0.030808504
ENSMUSE00000402891.3	chr16	37,997,877	37,998,035	+	ENSMUSG00000046961.8	Gpr156	0.348029140	3.097123558	0.00263985009534	0.030842443
ENSMUSE00000403821.5	chr1	155,232,446	155,232,740	-	ENSMUSG00000033722.9	BC034090	-0.358436026	-3.097049286	0.00264044433087	0.030844429
ENSMUSE00000745772.1	chr15	79,918,417	79,918,476	-	ENSMUSG00000053411.16	Cbx7	0.270222919	3.096896271	0.00264166896806	0.030854216
ENSMUSE00000405378.4	chr9	123,007,314	123,007,460	+	ENSMUSG00000036768.6	Kif15	-0.274876736	-3.096652598	0.00264362026082	0.030869128
ENSMUSE00001317563.1	chr2	40,598,374	40,598,543	-	ENSMUSG00000098953.1	ENSMUSG00000098953	-0.297016487	-3.096626000	0.00264383333395	0.030869137
ENSMUSE00000782911.1	chr3	107,300,702	107,302,553	+	ENSMUSG00000027896.15	Slc16a4	-0.301881654	-3.096215487	0.00264712394088	0.030891939
ENSMUSE00000313086.1	chr10	80,005,988	80,006,175	+	ENSMUSG00000035722.15	Abca7	-0.347157874	-3.096254514	0.00264681094105	0.030891939
ENSMUSE00000587548.2	chr11	77,463,836	77,464,110	+	ENSMUSG00000020836.15	Coro6	-0.567598043	-3.096170888	0.00264748167004	0.030891939
ENSMUSE00000467124.2	chr17	71,911,482	71,911,632	-	ENSMUSG00000055471.7	Alk	-0.305742862	-3.095937715	0.00264935267773	0.030906280
ENSMUSE00001213127.1	chr2	57,110,114	57,110,277	-	ENSMUSG00000026826.13	Nr4a2	0.261170339	3.094868046	0.00265795159651	0.030976025
