transcript_id	transcript_name	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUST00000120272.7	Depdc1a-203	ENSMUSG00000028175.15	Depdc1a	-0.222784319	-3.248530082	0.001713370856	0.0315441894
ENSMUST00000139675.7	Brd7-204	ENSMUSG00000031660.13	Brd7	-0.196487732	-3.248544197	0.001713296107	0.0315441894
ENSMUST00000155038.2	Gfod2-203	ENSMUSG00000013150.15	Gfod2	-0.295183445	-3.247714424	0.001717695784	0.0316138974
ENSMUST00000095914.6	Dusp22-202	ENSMUSG00000069255.13	Dusp22	0.101890509	3.247033873	0.001721312157	0.0316705249
ENSMUST00000186230.1	Gm28800-201	ENSMUSG00000099760.1	Gm28800	-0.133855549	-3.246895857	0.001722046428	0.0316741056
ENSMUST00000146514.7	Slc35b4-204	ENSMUSG00000018999.14	Slc35b4	-0.110582913	-3.246365566	0.001724870407	0.0317130359
ENSMUST00000223897.1	Vps13a-204	ENSMUSG00000046230.11	Vps13a	-0.323799435	-3.246295544	0.001725243618	0.0317130359
ENSMUST00000137239.1	9530080O11Rik-201	ENSMUSG00000044125.6	9530080O11Rik	0.168416377	3.245602738	0.001728940335	0.0317511562
ENSMUST00000101411.5	Gm29609-201	ENSMUSG00000101678.3	Gm29609	0.303583793	3.245632963	0.001728778907	0.0317511562
ENSMUST00000078058.4	Purg-202	ENSMUSG00000049184.6	Purg	-0.149663000	-3.245782071	0.001727982728	0.0317511562
ENSMUST00000203235.1	Lrp6-205	ENSMUSG00000030201.15	Lrp6	0.177733628	3.245495543	0.001729512975	0.0317517376
ENSMUST00000196025.4	Mllt11-202	ENSMUSG00000053192.9	Mllt11	0.333249503	3.244418902	0.001735274305	0.0318475468
ENSMUST00000128874.2	Tbc1d2b-202	ENSMUSG00000037410.13	Tbc1d2b	0.275740445	3.243547996	0.001739947862	0.0319233385
ENSMUST00000028892.10	Idh3b-201	ENSMUSG00000027406.13	Idh3b	-0.055981384	-3.243326229	0.001741139815	0.0319259676
ENSMUST00000125436.7	Eno2-203	ENSMUSG00000004267.16	Eno2	-0.198698077	-3.243318930	0.001741179057	0.0319259676
ENSMUST00000098653.2	Gm10654-201	ENSMUSG00000074252.2	Gm10654	0.304821419	3.243079833	0.001742465041	0.0319395692
ENSMUST00000077282.6	Atrnl1-201	ENSMUSG00000054843.9	Atrnl1	-0.117622478	-3.242742487	0.001744280973	0.0319628733
ENSMUST00000200277.4	Ccdc39-203	ENSMUSG00000027676.11	Ccdc39	-0.175184320	-3.242243569	0.001746969896	0.0319973327
ENSMUST00000108018.8	Gm13306-202	ENSMUSG00000073877.10	Gm13306	-0.222301368	-3.242191300	0.001747251824	0.0319973327
ENSMUST00000234148.1	Riok3-204	ENSMUSG00000024404.7	Riok3	0.115353698	3.241525361	0.001750847505	0.0320531792
ENSMUST00000107913.9	Tpm2-202	ENSMUSG00000028464.16	Tpm2	-0.157604056	-3.241285445	0.001752144608	0.0320569275
ENSMUST00000119905.7	Gtf2a2-204	ENSMUSG00000033543.17	Gtf2a2	0.187328937	3.241295761	0.001752088816	0.0320569275
ENSMUST00000036665.9	Cog6-201	ENSMUSG00000027742.13	Cog6	-0.111445444	-3.240845143	0.001754527442	0.0320705323
ENSMUST00000094463.4	Mn1-201	ENSMUSG00000070576.4	Mn1	-0.128276236	-3.240890399	0.001754282386	0.0320705323
ENSMUST00000168872.7	Mark2-215	ENSMUSG00000024969.15	Mark2	-0.245508799	-3.240973105	0.001753834621	0.0320705323
ENSMUST00000082389.1	mt-Tv-201	ENSMUSG00000064338.1	mt-Tv	-1.322255703	-3.240658779	0.001755536922	0.0320789940
ENSMUST00000045969.7	Zfp458-201	ENSMUSG00000055480.7	Zfp458	-0.217046531	-3.240038311	0.001758901750	0.0321304763
ENSMUST00000151708.2	Dbi-207	ENSMUSG00000026385.16	Dbi	0.228433653	3.239100303	0.001764000082	0.0321365591
ENSMUST00000037356.7	Pramef8-201	ENSMUSG00000046862.14	Pramef8	-0.086775756	-3.239725892	0.001760598297	0.0321365591
ENSMUST00000199100.4	Cntnap2-205	ENSMUSG00000039419.17	Cntnap2	-0.132553059	-3.239070451	0.001764162565	0.0321365591
ENSMUST00000178687.1	Tmem121b-201	ENSMUSG00000094626.1	Tmem121b	0.074468203	3.239256932	0.001763147802	0.0321365591
ENSMUST00000238520.1	Zdhhc3-212	ENSMUSG00000025786.17	Zdhhc3	0.196941818	3.239664869	0.001760929854	0.0321365591
ENSMUST00000006105.6	Shpk-201	ENSMUSG00000005951.13	Shpk	0.134927377	3.239150319	0.001763727885	0.0321365591
ENSMUST00000093115.3	Crk-202	ENSMUSG00000017776.15	Crk	0.403743826	3.239149941	0.001763729940	0.0321365591
ENSMUST00000047524.9	Thada-201	ENSMUSG00000024251.10	Thada	-0.128819913	-3.239180278	0.001763564857	0.0321365591
ENSMUST00000235745.1	Timm21-206	ENSMUSG00000024645.5	Timm21	-0.335584698	-3.239800266	0.001760194279	0.0321365591
ENSMUST00000110489.8	4930447C04Rik-202	ENSMUSG00000021098.14	4930447C04Rik	0.362381855	3.238801407	0.001765627572	0.0321532669
ENSMUST00000126519.1	Rpl22-202	ENSMUSG00000028936.15	Rpl22	0.306837466	3.238513073	0.001767198887	0.0321718996
ENSMUST00000034388.9	Vps4a-201	ENSMUSG00000031913.9	Vps4a	0.041326327	3.237936058	0.001770347337	0.0322192236
ENSMUST00000045295.13	Pnpla7-201	ENSMUSG00000036833.16	Pnpla7	0.143493802	3.237082092	0.001775016611	0.0322269227
ENSMUST00000111964.7	Hnrnpa3-204	ENSMUSG00000059005.13	Hnrnpa3	-0.300786058	-3.237247047	0.001774113780	0.0322269227
ENSMUST00000134357.1	Bcl2l1-204	ENSMUSG00000007659.18	Bcl2l1	-0.422590883	-3.237055356	0.001775162983	0.0322269227
ENSMUST00000094632.5	Sars2-201	ENSMUSG00000070699.5	Sars2	-0.099690962	-3.237739742	0.001771419724	0.0322269227
ENSMUST00000209170.1	Dlg2-216	ENSMUSG00000052572.19	Dlg2	0.214328017	3.237216830	0.001774279130	0.0322269227
ENSMUST00000041459.8	Cyb561d2-201	ENSMUSG00000037190.12	Cyb561d2	-0.160098980	-3.237276650	0.001773951800	0.0322269227
ENSMUST00000234146.1	Polr2d-202	ENSMUSG00000024258.4	Polr2d	0.218795265	3.237128793	0.001774760962	0.0322269227
ENSMUST00000026292.14	Huwe1-201	ENSMUSG00000025261.18	Huwe1	-0.271973430	-3.237640655	0.001771961225	0.0322269227
ENSMUST00000051011.13	Tmem198b-201	ENSMUSG00000047090.13	Tmem198b	-0.100815108	-3.236884188	0.001776100343	0.0322339695
ENSMUST00000192267.1	9330121J05Rik-201	ENSMUSG00000103502.1	9330121J05Rik	0.114524478	3.236245672	0.001779601126	0.0322849290
ENSMUST00000106736.2	Lrif1-203	ENSMUSG00000056260.15	Lrif1	0.247843840	3.236171473	0.001780008350	0.0322849290
ENSMUST00000028668.7	Eif3j1-201	ENSMUSG00000027236.8	Eif3j1	0.051833244	3.235095569	0.001785923089	0.0323822008
ENSMUST00000230490.1	Cacnb3-206	ENSMUSG00000003352.14	Cacnb3	-0.132257735	-3.234907957	0.001786956364	0.0323909295
ENSMUST00000156669.1	Dab2ip-213	ENSMUSG00000026883.17	Dab2ip	0.212287825	3.234137696	0.001791204443	0.0324579075
ENSMUST00000080622.8	Snu13-202	ENSMUSG00000063480.8	Snu13	0.056513699	3.233960000	0.001792185803	0.0324656671
ENSMUST00000030622.2	Syf2-201	ENSMUSG00000028821.8	Syf2	0.085929613	3.233746591	0.001793365055	0.0324741141
ENSMUST00000115006.1	Cyren-202	ENSMUSG00000046806.13	Cyren	-0.307612601	-3.233375287	0.001795418539	0.0324741141
ENSMUST00000026578.13	Tmem80-201	ENSMUSG00000025505.16	Tmem80	-0.149539761	-3.233469914	0.001794894999	0.0324741141
ENSMUST00000072031.12	Mprip-202	ENSMUSG00000005417.17	Mprip	-0.093150401	-3.233446088	0.001795026803	0.0324741141
ENSMUST00000112658.7	Cadps-203	ENSMUSG00000054423.14	Cadps	-0.149093009	-3.233410358	0.001795224482	0.0324741141
ENSMUST00000128258.1	Ahnak2-203	ENSMUSG00000072812.4	Ahnak2	-0.198168445	-3.233146767	0.001796683455	0.0324869815
ENSMUST00000202196.3	Septin11-206	ENSMUSG00000058013.11	Septin11	-0.311158304	-3.232003413	0.001803024754	0.0325758081
ENSMUST00000035196.13	Hemk1-201	ENSMUSG00000032579.14	Hemk1	-0.133125919	-3.231870176	0.001803765074	0.0325758081
ENSMUST00000238513.1	Rian-246	ENSMUSG00000097451.11	Rian	0.108751539	3.231861002	0.001803816063	0.0325758081
ENSMUST00000225413.1	Tjap1-214	ENSMUSG00000012296.16	Tjap1	-0.160423856	-3.232031478	0.001802868847	0.0325758081
ENSMUST00000020529.12	Ahsa2-201	ENSMUSG00000020288.13	Ahsa2	-0.255928730	-3.231661126	0.001804927226	0.0325858486
ENSMUST00000194904.1	Impdh2-207	ENSMUSG00000062867.13	Impdh2	0.431669727	3.231203096	0.001807475956	0.0326218285
ENSMUST00000132172.7	Nsmf-209	ENSMUSG00000006476.19	Nsmf	0.276112799	3.230799896	0.001809722375	0.0326437810
ENSMUST00000034738.13	Rsl24d1-201	ENSMUSG00000032215.15	Rsl24d1	0.073504064	3.230785140	0.001809804636	0.0326437810
ENSMUST00000046399.6	Apmap-201	ENSMUSG00000033096.7	Apmap	0.112817901	3.230467121	0.001811578388	0.0326657359
ENSMUST00000147629.1	Akap9-208	ENSMUSG00000040407.18	Akap9	-0.212684586	-3.230104895	0.001813600689	0.0326921576
ENSMUST00000212095.1	Sin3b-203	ENSMUSG00000031622.16	Sin3b	0.202820668	3.229582971	0.001816518302	0.0327346972
ENSMUST00000074259.14	Nrm-201	ENSMUSG00000059791.14	Nrm	-0.102883567	-3.229315379	0.001818015876	0.0327516285
ENSMUST00000151374.1	Snhg3-203	ENSMUSG00000085241.7	Snhg3	0.415913098	3.228992661	0.001819823498	0.0327640799
ENSMUST00000110748.3	Nrcam-202	ENSMUSG00000020598.16	Nrcam	-0.134071603	-3.229080121	0.001819333446	0.0327640799
ENSMUST00000102611.9	Myh10-203	ENSMUSG00000020900.15	Myh10	-0.150499396	-3.228669023	0.001821637959	0.0327866902
ENSMUST00000037547.8	Disp2-201	ENSMUSG00000040035.14	Disp2	-0.164522619	-3.228328868	0.001823546857	0.0328109858
ENSMUST00000044725.8	Tcta-201	ENSMUSG00000039461.12	Tcta	0.114657759	3.228170387	0.001824436867	0.0328169393
ENSMUST00000087031.6	Xpo5-201	ENSMUSG00000067150.6	Xpo5	-0.086201361	-3.228022448	0.001825268036	0.0328218311
ENSMUST00000184181.1	1500015A07Rik-201	ENSMUSG00000098702.1	1500015A07Rik	0.113282795	3.227901526	0.001825947687	0.0328239962
ENSMUST00000029717.3	Cd1d1-201	ENSMUSG00000028076.12	Cd1d1	-0.167587950	-3.227628119	0.001827485250	0.0328356643
ENSMUST00000088402.11	Hdac7-202	ENSMUSG00000022475.19	Hdac7	0.342138702	3.227587167	0.001827715658	0.0328356643
ENSMUST00000185785.1	Ncl-203	ENSMUSG00000026234.12	Ncl	0.182498141	3.227358701	0.001829001570	0.0328487115
ENSMUST00000173804.7	Gprasp2-211	ENSMUSG00000072966.11	Gprasp2	-0.135468278	-3.227097094	0.001830475055	0.0328651185
ENSMUST00000185113.1	Vps13d-210	ENSMUSG00000020220.16	Vps13d	-0.140030788	-3.226879797	0.001831699817	0.0328670001
ENSMUST00000170737.2	Cacna2d2-208	ENSMUSG00000010066.15	Cacna2d2	-0.184617644	-3.226908695	0.001831536893	0.0328670001
ENSMUST00000037839.11	Zfand1-201	ENSMUSG00000039795.14	Zfand1	-0.123154423	-3.225897281	0.001837247186	0.0329564637
ENSMUST00000100225.8	Sptan1-203	ENSMUSG00000057738.14	Sptan1	-0.107139672	-3.225744132	0.001838113294	0.0329619259
ENSMUST00000129049.1	Ercc4-202	ENSMUSG00000022545.13	Ercc4	0.121324497	3.225604936	0.001838900828	0.0329659763
ENSMUST00000183194.1	Tmem147os-202	ENSMUSG00000097320.8	Tmem147os	-0.365087176	-3.225269060	0.001840802418	0.0329799195
ENSMUST00000231221.1	Dlg4-214	ENSMUSG00000020886.17	Dlg4	-0.124714780	-3.225290071	0.001840683410	0.0329799195
ENSMUST00000022032.6	2210016F16Rik-201	ENSMUSG00000021550.6	2210016F16Rik	-0.164614845	-3.224885687	0.001842975172	0.0330087708
ENSMUST00000148460.7	Bloc1s6-206	ENSMUSG00000005804.14	Bloc1s6	0.070084611	3.224461267	0.001845383357	0.0330418198
ENSMUST00000102870.7	Xpo1-203	ENSMUSG00000020290.14	Xpo1	-0.225160020	-3.224191703	0.001846914410	0.0330591484
ENSMUST00000123961.1	Dzip3-203	ENSMUSG00000064061.13	Dzip3	-0.272895032	-3.223407172	0.001851377108	0.0331289258
ENSMUST00000183801.7	Zfp280d-208	ENSMUSG00000038535.17	Zfp280d	0.219607513	3.222761755	0.001855056047	0.0331846402
ENSMUST00000121799.7	Arhgap23-203	ENSMUSG00000049807.16	Arhgap23	0.113096571	3.222630999	0.001855802200	0.0331878728
ENSMUST00000058866.7	Nxph3-201	ENSMUSG00000046719.7	Nxph3	0.125557060	3.222331365	0.001857513113	0.0331881331
ENSMUST00000187814.6	Cipc-205	ENSMUSG00000034157.12	Cipc	-0.061914688	-3.222349687	0.001857408453	0.0331881331
ENSMUST00000038369.10	Cipc-201	ENSMUSG00000034157.12	Cipc	-0.061914688	-3.222349687	0.001857408453	0.0331881331
ENSMUST00000005964.6	Adh5-201	ENSMUSG00000028138.8	Adh5	0.061119293	3.221783409	0.001860645764	0.0332162504
ENSMUST00000043259.9	Pde3a-201	ENSMUSG00000041741.10	Pde3a	-0.105175763	-3.221895784	0.001860002917	0.0332162504
ENSMUST00000088621.10	Srrm2-201	ENSMUSG00000039218.17	Srrm2	-0.174402122	-3.221759142	0.001860784614	0.0332162504
ENSMUST00000177338.1	Ppp1r9a-211	ENSMUSG00000032827.15	Ppp1r9a	0.259370154	3.221479561	0.001862384992	0.0332347103
ENSMUST00000015124.14	Tsen15-201	ENSMUSG00000014980.14	Tsen15	-0.107289460	-3.221093672	0.001864596012	0.0332539452
ENSMUST00000030895.11	Wrap73-201	ENSMUSG00000029029.14	Wrap73	-0.079384684	-3.221170657	0.001864154717	0.0332539452
ENSMUST00000204158.2	Hnrnpa2b1-209	ENSMUSG00000004980.16	Hnrnpa2b1	0.997452039	3.220444376	0.001868321820	0.0332597349
ENSMUST00000020647.9	Mrnip-201	ENSMUSG00000020381.10	Mrnip	0.088638158	3.220345926	0.001868887355	0.0332597349
ENSMUST00000021130.6	Ten1-201	ENSMUSG00000020778.12	Ten1	-0.108949024	-3.220500824	0.001867997628	0.0332597349
ENSMUST00000106227.7	Cep131-201	ENSMUSG00000039781.14	Cep131	-0.119203696	-3.220487757	0.001868072668	0.0332597349
ENSMUST00000045351.12	Atg2a-201	ENSMUSG00000024773.15	Atg2a	-0.143053606	-3.220932064	0.001865522705	0.0332597349
ENSMUST00000235733.1	Gm50331-201	ENSMUSG00000118128.1	Gm50331	-0.144712272	-3.220470102	0.001868174064	0.0332597349
ENSMUST00000113144.7	Gprasp1-201	ENSMUSG00000043384.15	Gprasp1	-0.186907593	-3.220602175	0.001867415690	0.0332597349
ENSMUST00000034588.8	Apoa1-201	ENSMUSG00000032083.8	Apoa1	0.162792037	3.220169785	0.001869899579	0.0332676617
ENSMUST00000108055.8	Kif24-202	ENSMUSG00000028438.16	Kif24	-0.137918174	-3.219528179	0.001873591020	0.0333232357
ENSMUST00000173867.7	Cct4-204	ENSMUSG00000007739.10	Cct4	-0.054291677	-3.219309618	0.001874850054	0.0333355269
ENSMUST00000199878.4	Papss1-205	ENSMUSG00000028032.13	Papss1	0.097172420	3.219195381	0.001875508438	0.0333371341
ENSMUST00000031447.11	Anxa3-201	ENSMUSG00000029484.12	Anxa3	-0.196426012	-3.218403049	0.001880080866	0.0334082913
ENSMUST00000135905.7	Wdr73-204	ENSMUSG00000025722.16	Wdr73	0.079016874	3.218247082	0.001880982156	0.0334141906
ENSMUST00000091146.11	Rapgef1-201	ENSMUSG00000039844.20	Rapgef1	0.295249857	3.217479628	0.001885422954	0.0334829439
ENSMUST00000154060.1	Abhd11os-202	ENSMUSG00000085042.8	Abhd11os	0.254210977	3.216302732	0.001892252025	0.0335940557
ENSMUST00000033828.6	Gas6-201	ENSMUSG00000031451.6	Gas6	0.092272651	3.215544815	0.001896662172	0.0336444263
ENSMUST00000064104.12	Cdc42se2-201	ENSMUSG00000052298.12	Cdc42se2	0.069110951	3.215554284	0.001896607010	0.0336444263
ENSMUST00000096385.10	Mroh1-202	ENSMUSG00000022558.16	Mroh1	-0.157201805	-3.215519621	0.001896808931	0.0336444263
ENSMUST00000027684.10	Arl8a-201	ENSMUSG00000026426.10	Arl8a	0.051820827	3.215231602	0.001898487496	0.0336637850
ENSMUST00000167290.7	Smim7-203	ENSMUSG00000044600.14	Smim7	0.055984606	3.215135573	0.001899047454	0.0336637850
ENSMUST00000125786.7	9430015G10Rik-203	ENSMUSG00000059939.13	9430015G10Rik	-0.152224287	-3.214966625	0.001900032995	0.0336710859
ENSMUST00000023444.10	Lztr1-201	ENSMUSG00000022761.12	Lztr1	-0.131659513	-3.214751369	0.001901289361	0.0336831803
ENSMUST00000128621.7	Fastkd2-203	ENSMUSG00000025962.15	Fastkd2	-0.142525297	-3.214566828	0.001902367075	0.0336921034
ENSMUST00000067232.9	Ctnnd1-203	ENSMUSG00000034101.14	Ctnnd1	-0.217827145	-3.213677601	0.001907568151	0.0337520495
ENSMUST00000039442.11	Alg14-201	ENSMUSG00000039887.11	Alg14	-0.126246359	-3.213508116	0.001908560973	0.0337520495
ENSMUST00000129621.1	Rnf38-207	ENSMUSG00000035696.15	Rnf38	0.329960073	3.213496825	0.001908627131	0.0337520495
ENSMUST00000048184.3	Pdcd7-201	ENSMUSG00000041837.4	Pdcd7	0.094217940	3.213722684	0.001907304140	0.0337520495
ENSMUST00000168410.8	Tbc1d24-205	ENSMUSG00000036473.16	Tbc1d24	-0.122039346	-3.213683171	0.001907535528	0.0337520495
ENSMUST00000206577.1	Atxn2l-206	ENSMUSG00000032637.15	Atxn2l	-0.122945392	-3.213260599	0.001910011769	0.0337663617
ENSMUST00000154596.1	Map1lc3a-203	ENSMUSG00000027602.9	Map1lc3a	0.084836937	3.212829891	0.001912538785	0.0338008548
ENSMUST00000142718.7	Myef2-206	ENSMUSG00000027201.16	Myef2	-0.136496855	-3.212155059	0.001916504391	0.0338607442
ENSMUST00000220150.1	Sarnp-204	ENSMUSG00000078427.3	Sarnp	0.506065372	3.211889189	0.001918068876	0.0338781873
ENSMUST00000075406.11	Szt2-201	ENSMUSG00000033253.18	Szt2	-0.140810952	-3.211590125	0.001919830112	0.0338899494
ENSMUST00000059052.8	Trmt10c-201	ENSMUSG00000044763.8	Trmt10c	0.125587724	3.211580023	0.001919889628	0.0338899494
ENSMUST00000038075.11	Ggact-201	ENSMUSG00000041625.15	Ggact	0.209781155	3.210753832	0.001924763215	0.0339657629
ENSMUST00000060311.11	Hip1-201	ENSMUSG00000039959.13	Hip1	-0.159373389	-3.210145940	0.001928356475	0.0340189440
ENSMUST00000152700.7	Supt4a-203	ENSMUSG00000020485.14	Supt4a	0.270030785	3.210008604	0.001929169139	0.0340230542
ENSMUST00000192642.1	Gm20754-202	ENSMUSG00000103428.1	Gm20754	0.172324860	3.209354418	0.001933044586	0.0340798985
ENSMUST00000001460.13	Snd1-201	ENSMUSG00000001424.14	Snd1	-0.101789880	-3.209268584	0.001933553611	0.0340798985
ENSMUST00000184806.1	Tcf12-219	ENSMUSG00000032228.16	Tcf12	0.136702638	3.208962017	0.001935372691	0.0340914854
ENSMUST00000096194.8	Cemip2-202	ENSMUSG00000024754.13	Cemip2	-0.263590717	-3.209011462	0.001935079189	0.0340914854
ENSMUST00000229870.1	Gm16677-204	ENSMUSG00000097511.2	Gm16677	-0.296977481	-3.207367442	0.001944860292	0.0342457442
ENSMUST00000178400.8	Ccdc191-206	ENSMUSG00000022701.18	Ccdc191	-0.264798796	-3.207294236	0.001945296906	0.0342457442
ENSMUST00000056045.4	Fam185a-201	ENSMUSG00000047221.5	Fam185a	-0.138160201	-3.207066066	0.001946658344	0.0342594357
ENSMUST00000079866.10	Srsf1-201	ENSMUSG00000018379.17	Srsf1	-0.123647105	-3.206603098	0.001949423497	0.0342670001
ENSMUST00000176843.7	Ube2e2-211	ENSMUSG00000058317.12	Ube2e2	-0.316744913	-3.206672348	0.001949009656	0.0342670001
ENSMUST00000025486.8	Lmnb1-201	ENSMUSG00000024590.8	Lmnb1	-0.079619273	-3.206613667	0.001949360333	0.0342670001
ENSMUST00000235172.1	Csf2ra-202	ENSMUSG00000059326.7	Csf2ra	-0.161582571	-3.206762085	0.001948473511	0.0342670001
ENSMUST00000138250.1	Slc35b4-202	ENSMUSG00000018999.14	Slc35b4	-0.285572695	-3.206266394	0.001951436831	0.0342818563
ENSMUST00000054708.4	Dpagt1-201	ENSMUSG00000032123.5	Dpagt1	-0.100202374	-3.206299573	0.001951238351	0.0342818563
ENSMUST00000147112.1	Gnmt-202	ENSMUSG00000002769.9	Gnmt	0.322344999	3.204870676	0.001959803336	0.0344185330
ENSMUST00000170409.1	Med16-207	ENSMUSG00000013833.15	Med16	0.503452149	3.204337934	0.001963005649	0.0344644602
ENSMUST00000206284.1	Ptcd3-208	ENSMUSG00000063884.6	Ptcd3	-0.353819333	-3.203914002	0.001965557406	0.0344989416
ENSMUST00000152680.1	Gipc2-207	ENSMUSG00000039131.15	Gipc2	-0.433757833	-3.203609183	0.001967394110	0.0345105387
ENSMUST00000235633.1	Pcgf6-203	ENSMUSG00000025050.8	Pcgf6	-0.186195619	-3.203684593	0.001966939571	0.0345105387
ENSMUST00000031815.11	Krba1-201	ENSMUSG00000042810.14	Krba1	0.265654071	3.202651137	0.001973177320	0.0346016422
ENSMUST00000122841.7	Mbd5-204	ENSMUSG00000036792.12	Mbd5	-0.241135508	-3.202420481	0.001974572037	0.0346157576
ENSMUST00000211564.1	Gm10575-204	ENSMUSG00000073787.4	Gm10575	-0.179440955	-3.202205017	0.001975875732	0.0346282694
ENSMUST00000029476.8	Sec22b-201	ENSMUSG00000027879.9	Sec22b	0.081002832	3.202050384	0.001976811856	0.0346343338
ENSMUST00000198060.1	Gm43848-201	ENSMUSG00000106317.1	Gm43848	0.133366973	3.201101163	0.001982567377	0.0347204748
ENSMUST00000048068.14	Arrdc4-201	ENSMUSG00000042659.15	Arrdc4	-0.315513848	-3.201044472	0.001982911615	0.0347204748
ENSMUST00000132684.7	Shkbp1-204	ENSMUSG00000089832.8	Shkbp1	-0.315488769	-3.200830664	0.001984210389	0.0347328543
ENSMUST00000021426.9	Vipas39-201	ENSMUSG00000021038.17	Vipas39	0.400372847	3.200390069	0.001986889304	0.0347605216
ENSMUST00000049948.5	Asrgl1-201	ENSMUSG00000024654.8	Asrgl1	0.070032013	3.200375910	0.001986975448	0.0347605216
ENSMUST00000095360.10	Igf1-202	ENSMUSG00000020053.18	Igf1	0.114046646	3.200163276	0.001988269570	0.0347727967
ENSMUST00000031483.14	Pus1-202	ENSMUSG00000029507.16	Pus1	-0.600488679	-3.200014476	0.001989175661	0.0347782803
ENSMUST00000015920.11	Med22-201	ENSMUSG00000015776.12	Med22	0.091594948	3.198842074	0.001996328288	0.0348929411
ENSMUST00000148248.2	Vim-203	ENSMUSG00000026728.9	Vim	-0.185637230	-3.198704035	0.001997172023	0.0348972961
ENSMUST00000125389.1	Mpdu1-202	ENSMUSG00000018761.14	Mpdu1	-0.244531899	-3.198567103	0.001998009319	0.0349015360
ENSMUST00000229671.1	Mcrs1-207	ENSMUSG00000037570.16	Mcrs1	0.407471326	3.198252116	0.001999936617	0.0349248080
ENSMUST00000073043.4	Cxcl12-201	ENSMUSG00000061353.11	Cxcl12	-0.247430560	-3.197795815	0.002002731648	0.0349632149
ENSMUST00000236085.1	Ndfip1-204	ENSMUSG00000024425.4	Ndfip1	0.078350199	3.197535811	0.002004325917	0.0349702441
ENSMUST00000237445.1	Gnal-207	ENSMUSG00000024524.17	Gnal	0.161231436	3.197587409	0.002004009437	0.0349702441
ENSMUST00000113312.8	Shq1-202	ENSMUSG00000035378.17	Shq1	-0.101558220	-3.197294824	0.002005804637	0.0349856438
ENSMUST00000233216.1	Pcp4-203	ENSMUSG00000090223.2	Pcp4	0.437185753	3.196559774	0.002010321277	0.0350435957
ENSMUST00000236361.1	Stub1-204	ENSMUSG00000039615.9	Stub1	-0.256765408	-3.196629155	0.002009894547	0.0350435957
ENSMUST00000120204.7	Adgrb2-207	ENSMUSG00000028782.14	Adgrb2	0.094966495	3.195701991	0.002015604106	0.0351144517
ENSMUST00000040017.7	Mios-201	ENSMUSG00000042447.13	Mios	0.086249308	3.195608472	0.002016180844	0.0351144517
ENSMUST00000212605.1	Atxn1l-202	ENSMUSG00000069895.4	Atxn1l	0.259484595	3.195765839	0.002015210440	0.0351144517
ENSMUST00000227096.1	Nt5dc2-204	ENSMUSG00000071547.4	Nt5dc2	-0.138570684	-3.195260962	0.002018325321	0.0351407552
ENSMUST00000141885.1	Tmem50b-203	ENSMUSG00000022964.14	Tmem50b	0.334152983	3.195169746	0.002018888564	0.0351407552
ENSMUST00000151450.7	Adap1-204	ENSMUSG00000056413.16	Adap1	0.117154158	3.194564372	0.002022630388	0.0351954478
ENSMUST00000028034.14	Nsun6-201	ENSMUSG00000026707.15	Nsun6	-0.125591114	-3.193966743	0.002026330700	0.0352493858
ENSMUST00000184619.1	Riiad1-203	ENSMUSG00000028139.5	Riiad1	0.755420396	3.193779795	0.002027489512	0.0352590939
ENSMUST00000052919.7	Ormdl3-201	ENSMUSG00000038150.7	Ormdl3	0.060161299	3.193582201	0.002028714992	0.0352699553
ENSMUST00000122421.1	Ccsap-202	ENSMUSG00000031971.15	Ccsap	0.285425048	3.193427157	0.002029677067	0.0352762322
ENSMUST00000149810.6	Golga1-206	ENSMUSG00000026754.16	Golga1	0.428273180	3.192899009	0.002032957501	0.0353123334
ENSMUST00000239418.1	Dnajc7-214	ENSMUSG00000014195.16	Dnajc7	-0.261602540	-3.192962273	0.002032564296	0.0353123334
ENSMUST00000214454.1	Tyk2-203	ENSMUSG00000032175.11	Tyk2	-0.129337904	-3.192583014	0.002034922583	0.0353360092
ENSMUST00000142121.1	2810408A11Rik-208	ENSMUSG00000018570.17	2810408A11Rik	-0.574475136	-3.192089713	0.002037993828	0.0353788736
ENSMUST00000131939.5	Wbp1-205	ENSMUSG00000030035.14	Wbp1	-0.202946784	-3.191855111	0.002039455960	0.0353937873
ENSMUST00000209605.1	Gm45592-201	ENSMUSG00000109810.1	Gm45592	0.156311917	3.191675647	0.002040575109	0.0354027416
ENSMUST00000069595.12	Rnf181-202	ENSMUSG00000055850.12	Rnf181	0.975518000	3.191352810	0.002042589793	0.0354272230
ENSMUST00000220758.1	Gpr137b-ps-203	ENSMUSG00000097715.2	Gpr137b-ps	0.150279228	3.190705134	0.002046637262	0.0354869367
ENSMUST00000205360.1	Tmem86b-202	ENSMUSG00000045282.7	Tmem86b	-0.230127639	-3.190124174	0.002050274183	0.0355332203
ENSMUST00000034280.8	Zdhhc7-201	ENSMUSG00000031823.14	Zdhhc7	0.078518104	3.190084705	0.002050521490	0.0355332203
ENSMUST00000180419.1	Gm16845-201	ENSMUSG00000096981.2	Gm16845	0.192231536	3.189893110	0.002051722371	0.0355332203
ENSMUST00000105400.8	Trpm2-202	ENSMUSG00000009292.18	Trpm2	-0.186640458	-3.189892180	0.002051728203	0.0355332203
