exon_gencodeID	chr	start	end	strand	gencodeID	gene_Symbol	logFC	t	P.Value	adj.P.Val
ENSMUSE00000736845.1	chr11	72,308,607	72,308,924	+	ENSMUSG00000040483.15	Xaf1	-0.845774861	-4.239571391	0.0001267953	0.023440610
ENSMUSE00000799933.2	chr17	29,328,508	29,330,593	+	ENSMUSG00000024011.17	Pi16	-0.557931955	-4.237993053	0.0001274124	0.023480052
ENSMUSE00001210263.1	chr4	139,021,621	139,021,785	+	ENSMUSG00000041143.16	Tmco4	-0.961708805	-4.237767801	0.0001275007	0.023481445
ENSMUSE00000668674.1	chr3	152,217,835	152,217,884	+	ENSMUSG00000028034.15	Fubp1	0.258203913	4.235363774	0.0001284469	0.023595922
ENSMUSE00001371630.1	chr7	41,373,790	41,375,374	-	ENSMUSG00000056383.10	AI987944	-0.374910535	-4.231195141	0.0001301038	0.023808571
ENSMUSE00001274552.1	chr17	33,999,271	33,999,546	-	ENSMUSG00000061232.16	H2-K1	-0.403433478	-4.231227231	0.0001300910	0.023808571
ENSMUSE00000494758.2	chr5	108,188,932	108,189,048	+	ENSMUSG00000056531.11	Ccdc18	1.140665559	4.230642453	0.0001303250	0.023820567
ENSMUSE00000662254.4	chr2	75,675,513	75,677,184	-	ENSMUSG00000015839.6	Nfe2l2	-0.328061407	-4.230335074	0.0001304482	0.023828109
ENSMUSE00000941625.1	chrX	73,090,859	73,093,304	-	ENSMUSG00000057836.12	Xlr3a	-1.395858659	-4.229523838	0.0001307740	0.023833268
ENSMUSE00001459106.1	chr17	33,999,271	33,999,510	-	ENSMUSG00000061232.16	H2-K1	-0.394176338	-4.226012976	0.0001321927	0.023951183
ENSMUSE00000684561.1	chr2	121,542,301	121,543,009	+	ENSMUSG00000027242.14	Wdr76	-0.630324707	-4.223068383	0.0001333943	0.024032347
ENSMUSE00000833262.1	chr12	24,654,843	24,655,142	+	ENSMUSG00000020653.12	Klf11	0.316749679	4.223542671	0.0001332000	0.024032347
ENSMUSE00001209555.1	chr2	66,226,731	66,226,952	-	ENSMUSG00000034848.17	Ttc21b	-0.397832349	-4.216177873	0.0001362478	0.024218124
ENSMUSE00000366252.3	chr3	146,054,555	146,054,618	-	ENSMUSG00000043020.13	Dnai3	-0.977289460	-4.216234868	0.0001362239	0.024218124
ENSMUSE00001212687.1	chr6	97,329,481	97,329,564	-	ENSMUSG00000030064.16	Frmd4b	0.258803712	4.216480172	0.0001361213	0.024218124
ENSMUSE00000210911.3	chr8	31,166,374	31,166,438	-	ENSMUSG00000031578.5	Mak16	-0.250479166	-4.213755972	0.0001372648	0.024294953
ENSMUSE00000277128.1	chr11	83,530,386	83,530,518	-	ENSMUSG00000035042.2	Ccl5	-1.983988917	-4.213020158	0.0001375753	0.024305523
ENSMUSE00000769436.1	chr11	83,530,386	83,530,513	-	ENSMUSG00000035042.2	Ccl5	-1.983988917	-4.213020158	0.0001375753	0.024305523
ENSMUSE00000570442.3	chr13	67,138,616	67,141,787	+	ENSMUSG00000057396.7	Zfp759	-0.299710328	-4.213048706	0.0001375632	0.024305523
ENSMUSE00000730482.1	chr16	18,072,126	18,072,363	-	ENSMUSG00000003526.12	Prodh	-0.785083820	-4.212484742	0.0001378016	0.024318470
ENSMUSE00000433523.2	chr18	34,862,465	34,864,984	+	ENSMUSG00000038418.7	Egr1	0.373576880	4.212056137	0.0001379831	0.024318470
ENSMUSE00000875465.1	chr18	34,862,465	34,864,956	+	ENSMUSG00000038418.7	Egr1	0.373576880	4.212056137	0.0001379831	0.024318470
ENSMUSE00001356493.1	chr5	24,482,266	24,482,328	+	ENSMUSG00000023353.14	Agap3	0.274316515	4.211060821	0.0001384053	0.024363359
ENSMUSE00000669526.1	chr7	126,948,271	126,948,447	-	ENSMUSG00000046378.11	Asphd1	-0.251434916	-4.210647024	0.0001385813	0.024372028
ENSMUSE00001444473.1	chr16	18,071,725	18,072,363	-	ENSMUSG00000003526.12	Prodh	-0.677307888	-4.210353902	0.0001387060	0.024372028
ENSMUSE00000357303.3	chr16	18,071,726	18,072,363	-	ENSMUSG00000003526.12	Prodh	-0.677307888	-4.210353902	0.0001387060	0.024372028
ENSMUSE00000166505.6	chr2	105,398,970	105,399,319	-	ENSMUSG00000005973.6	Rcn1	-0.302508682	-4.208386735	0.0001395461	0.024460517
ENSMUSE00001352075.1	chr3	33,807,839	33,808,031	+	ENSMUSG00000027677.17	Ttc14	0.321925588	4.208020712	0.0001397029	0.024461672
ENSMUSE00000685167.1	chr12	49,391,009	49,394,127	+	ENSMUSG00000089922.2	Gm43517	0.323119981	4.207782694	0.0001398050	0.024461672
ENSMUSE00000778058.1	chr7	48,795,906	48,796,046	+	ENSMUSG00000030471.17	Zdhhc13	-0.316896177	-4.205520745	0.0001407789	0.024515038
ENSMUSE00000718337.1	chr15	79,422,481	79,424,055	-	ENSMUSG00000022433.20	Csnk1e	0.252375293	4.205507875	0.0001407844	0.024515038
ENSMUSE00001373815.1	chr7	24,227,572	24,229,840	-	ENSMUSG00000074283.5	Zfp109	-0.289842482	-4.202455500	0.0001421092	0.024565370
ENSMUSE00001429910.1	chr15	44,760,975	44,764,612	-	ENSMUSG00000022340.15	Sybu	0.258904986	4.197926479	0.0001440972	0.024839042
ENSMUSE00001335632.1	chr1	133,003,791	133,004,128	-	ENSMUSG00000054387.13	Mdm4	0.258137712	4.196073739	0.0001449183	0.024906756
ENSMUSE00001296332.1	chr18	36,660,997	36,661,106	+	ENSMUSG00000117942.1	Maskbp3	0.365268694	4.196233114	0.0001448475	0.024906756
ENSMUSE00000756617.1	chr4	87,773,953	87,774,146	-	ENSMUSG00000028496.17	Mllt3	0.254579772	4.193675487	0.0001459879	0.025065241
ENSMUSE00000840464.1	chr7	12,884,643	12,885,118	+	ENSMUSG00000060397.6	Zfp128	-0.384777213	-4.193619837	0.0001460128	0.025065241
ENSMUSE00001349764.1	chr3	152,217,832	152,217,884	+	ENSMUSG00000028034.15	Fubp1	0.255987267	4.190833342	0.0001472654	0.025181838
ENSMUSE00001216047.1	chr1	172,484,782	172,484,970	+	ENSMUSG00000037995.15	Igsf9	0.361974831	4.188822972	0.0001481757	0.025242821
ENSMUSE00000393724.3	chr11	84,818,600	84,818,693	-	ENSMUSG00000018405.7	Mrm1	-0.582451780	-4.188622097	0.0001482670	0.025243578
ENSMUSE00001013534.1	chr8	93,175,031	93,175,178	-	ENSMUSG00000056973.6	Ces1d	-1.677733537	-4.184062657	0.0001503530	0.025410827
ENSMUSE00001214592.1	chr2	156,103,349	156,103,429	-	ENSMUSG00000074643.12	Cpne1	0.312928338	4.183363712	0.0001506754	0.025411771
ENSMUSE00000570175.2	chr13	74,371,426	74,372,827	-	ENSMUSG00000069184.4	Zfp72	-0.377051905	-4.182538275	0.0001510569	0.025432150
ENSMUSE00000596508.1	chr7	35,605,783	35,605,904	+	ENSMUSG00000034867.16	Ankrd27	0.423842561	4.177391416	0.0001534571	0.025661481
ENSMUSE00000614994.3	chr14	62,676,330	62,678,167	-	ENSMUSG00000035161.7	Ints6	-0.839430301	-4.176838812	0.0001537170	0.025675414
ENSMUSE00000555951.6	chr16	91,403,710	91,405,366	+	ENSMUSG00000022971.18	Ifnar2	-0.262171365	-4.172808452	0.0001556256	0.025801552
ENSMUSE00001218153.1	chr15	65,818,433	65,818,560	+	ENSMUSG00000015002.18	Efr3a	-0.319369176	-4.170971168	0.0001565033	0.025888034
ENSMUSE00001379179.1	chr7	6,378,209	6,382,605	+	ENSMUSG00000055150.15	Zfp78	-0.392571283	-4.160642451	0.0001615283	0.026226923
ENSMUSE00001218062.1	chr12	85,933,282	85,933,674	+	ENSMUSG00000012609.19	Ttll5	0.339225822	4.156531146	0.0001635719	0.026482422
ENSMUSE00000792725.1	chr1	43,460,957	43,462,194	+	ENSMUSG00000066877.11	Nck2	1.325797163	4.155504300	0.0001640863	0.026523785
ENSMUSE00000822903.2	chr2	53,130,412	53,130,505	+	ENSMUSG00000036053.17	Fmnl2	0.539144809	4.154689461	0.0001644956	0.026539146
ENSMUSE00001378630.1	chr7	6,378,209	6,380,917	+	ENSMUSG00000055150.15	Zfp78	-0.396171646	-4.154711607	0.0001644844	0.026539146
ENSMUSE00000573195.1	chr10	128,039,171	128,045,086	+	ENSMUSG00000061315.14	Naca	0.483537199	4.151985127	0.0001658610	0.026633845
ENSMUSE00000794506.1	chr4	72,197,918	72,199,092	-	ENSMUSG00000008305.18	Tle1	0.255786161	4.150799646	0.0001664631	0.026685485
ENSMUSE00000505285.3	chr5	110,101,388	110,101,524	+	ENSMUSG00000064247.14	Plcxd1	-0.977610191	-4.146372074	0.0001687306	0.026930218
ENSMUSE00000413320.4	chr15	58,415,468	58,415,777	+	ENSMUSG00000037119.4	Fam91a1	-0.389281547	-4.146550446	0.0001686387	0.026930218
ENSMUSE00000581165.1	chr8	86,851,625	86,851,721	-	ENSMUSG00000031652.11	N4bp1	-0.432337984	-4.145668155	0.0001690939	0.026973392
ENSMUSE00000751526.1	chr13	54,550,383	54,550,786	+	ENSMUSG00000043183.18	Simc1	-0.287204368	-4.144827172	0.0001695289	0.027015104
ENSMUSE00001225192.1	chr5	74,628,120	74,628,361	-	ENSMUSG00000029228.15	Lnx1	-0.334772085	-4.144477273	0.0001697102	0.027027225
ENSMUSE00000355393.1	chr11	65,151,910	65,152,644	-	ENSMUSG00000020548.10	1700086D15Rik	0.759355808	4.142003071	0.0001709976	0.027158559
ENSMUSE00000719025.1	chr16	31,987,178	31,987,460	-	ENSMUSG00000081404.1	Gm15694	0.830647739	4.141825498	0.0001710904	0.027158559
ENSMUSE00001212605.1	chrX	84,773,582	84,773,754	+	ENSMUSG00000045103.19	Dmd	-0.611573181	-4.141387041	0.0001713196	0.027179351
ENSMUSE00001411185.1	chr12	80,943,042	80,943,229	-	ENSMUSG00000112880.1	Gm20337	-0.631504500	-4.140964630	0.0001715408	0.027199598
ENSMUSE00000721875.2	chr16	94,394,335	94,397,195	+	ENSMUSG00000040785.19	Ttc3	0.456151296	4.133776950	0.0001753469	0.027591773
ENSMUSE00000485413.2	chr3	115,090,081	115,090,227	+	ENSMUSG00000027965.15	Olfm3	-0.468668505	-4.133079858	0.0001757204	0.027606424
ENSMUSE00001381197.1	chr7	90,185,927	90,188,198	+	ENSMUSG00000109005.1	Gm45221	0.684569046	4.129373145	0.0001777194	0.027756268
ENSMUSE00001384599.1	chr18	90,590,831	90,592,522	+	ENSMUSG00000110277.2	Gm45871	-0.368668841	-4.130167197	0.0001772893	0.027756268
ENSMUSE00001388247.2	chr18	90,590,831	90,592,528	+	ENSMUSG00000110277.2	Gm45871	-0.368668841	-4.130167197	0.0001772893	0.027756268
ENSMUSE00000811524.1	chr8	93,175,031	93,175,289	-	ENSMUSG00000056973.6	Ces1d	-1.674902081	-4.127292442	0.0001788512	0.027827684
ENSMUSE00000758501.1	chr7	4,831,391	4,831,723	-	ENSMUSG00000053550.13	Shisa7	0.344322592	4.126644529	0.0001792051	0.027852938
ENSMUSE00000414731.2	chr3	96,558,889	96,558,964	+	ENSMUSG00000038393.14	Txnip	0.766881590	4.122057416	0.0001817301	0.027991049
ENSMUSE00001322650.1	chr1	151,428,667	151,429,102	+	ENSMUSG00000053286.11	Trmt1l	-0.348947345	-4.121510104	0.0001820336	0.028005146
ENSMUSE00000637435.1	chr3	96,558,892	96,558,964	+	ENSMUSG00000038393.14	Txnip	0.762024876	4.120275302	0.0001827203	0.028084076
ENSMUSE00000906992.1	chr1	43,460,957	43,462,222	+	ENSMUSG00000066877.11	Nck2	1.313242991	4.119584668	0.0001831055	0.028098725
ENSMUSE00000507577.1	chr17	81,445,487	81,445,593	-	ENSMUSG00000054640.15	Slc8a1	0.255685490	4.117518758	0.0001842624	0.028231569
ENSMUSE00000881309.1	chr5	138,144,667	138,145,712	-	ENSMUSG00000037007.17	Zfp113	-0.272398624	-4.117166691	0.0001844603	0.028232136
ENSMUSE00000432804.6	chr16	91,403,710	91,405,589	+	ENSMUSG00000022971.18	Ifnar2	-0.254944947	-4.116843028	0.0001846424	0.028238578
ENSMUSE00000320850.3	chr5	124,717,886	124,718,005	+	ENSMUSG00000038023.12	Atp6v0a2	-0.313891566	-4.114868922	0.0001857568	0.028326209
ENSMUSE00000463950.1	chr18	57,212,322	57,212,414	+	ENSMUSG00000024593.15	Megf10	0.778349783	4.113230770	0.0001866865	0.028387937
ENSMUSE00000816190.1	chr9	107,597,674	107,599,175	-	ENSMUSG00000057969.15	Sema3b	-0.509310641	-4.109698382	0.0001887068	0.028522278
ENSMUSE00001435569.1	chr15	38,296,075	38,296,164	-	ENSMUSG00000037465.10	Klf10	0.471597675	4.108952934	0.0001891359	0.028525455
ENSMUSE00000618079.1	chr16	56,153,375	56,153,708	+	ENSMUSG00000052917.15	Senp7	-0.316160834	-4.109203007	0.0001889918	0.028525455
ENSMUSE00001120336.1	chr11	80,383,279	80,383,495	+	ENSMUSG00000017421.18	Zfp207	0.373483086	4.106202205	0.0001907273	0.028618942
ENSMUSE00000746968.1	chr11	80,383,397	80,383,495	+	ENSMUSG00000017421.18	Zfp207	0.373959177	4.106823451	0.0001903668	0.028618942
ENSMUSE00000123804.1	chr14	118,130,607	118,130,673	-	ENSMUSG00000022130.10	Tgds	-0.502778392	-4.106292224	0.0001906751	0.028618942
ENSMUSE00000374290.4	chr2	164,819,757	164,822,130	+	ENSMUSG00000045822.4	Zswim3	-0.397559531	-4.104469814	0.0001917363	0.028700312
ENSMUSE00000513672.4	chr11	80,383,303	80,383,495	+	ENSMUSG00000017421.18	Zfp207	0.373296058	4.104906143	0.0001914817	0.028700312
ENSMUSE00001418774.1	chr12	98,257,974	98,258,783	-	ENSMUSG00000021003.10	Galc	0.563186298	4.103532286	0.0001922845	0.028736546
ENSMUSE00000886781.1	chr13	70,623,923	70,623,957	-	ENSMUSG00000034525.7	Ice1	0.425865774	4.102997207	0.0001925981	0.028736546
ENSMUSE00000954109.1	chr14	122,582,684	122,582,730	+	ENSMUSG00000041650.15	Pcca	0.351603743	4.103131542	0.0001925193	0.028736546
ENSMUSE00000675963.3	chr11	80,395,390	80,396,248	+	ENSMUSG00000017421.18	Zfp207	0.367267343	4.100914632	0.0001938233	0.028830592
ENSMUSE00000893960.1	chr11	80,395,390	80,396,245	+	ENSMUSG00000017421.18	Zfp207	0.367292779	4.100348292	0.0001941578	0.028853806
ENSMUSE00000649789.2	chr11	80,383,331	80,383,495	+	ENSMUSG00000017421.18	Zfp207	0.372967763	4.100314414	0.0001941778	0.028853806
ENSMUSE00001322880.1	chr1	151,428,642	151,429,102	+	ENSMUSG00000053286.11	Trmt1l	-0.347930644	-4.099612850	0.0001945930	0.028885978
ENSMUSE00000754652.1	chr2	69,647,171	69,647,342	+	ENSMUSG00000063145.10	Bbs5	-0.429243272	-4.096387940	0.0001965126	0.029067065
ENSMUSE00000821297.1	chr2	69,647,208	69,647,342	+	ENSMUSG00000063145.10	Bbs5	-0.429243272	-4.096387940	0.0001965126	0.029067065
ENSMUSE00000800280.1	chr11	83,528,728	83,529,267	-	ENSMUSG00000035042.2	Ccl5	-2.033562053	-4.095403192	0.0001971024	0.029080351
ENSMUSE00000570211.2	chr4	147,828,410	147,828,470	-	ENSMUSG00000059423.13	Zfp933	-0.444414625	-4.094623822	0.0001975704	0.029119782
ENSMUSE00000736092.1	chr8	46,169,559	46,170,191	+	ENSMUSG00000031631.15	Cfap97	-0.348104122	-4.094458150	0.0001976700	0.029119782
ENSMUSE00001379995.1	chr7	6,378,209	6,381,709	+	ENSMUSG00000055150.15	Zfp78	-0.386511983	-4.089469645	0.0002006930	0.029359198
ENSMUSE00001325529.1	chr1	151,428,542	151,429,102	+	ENSMUSG00000053286.11	Trmt1l	-0.346762051	-4.087473718	0.0002019151	0.029439085
ENSMUSE00001333043.1	chr1	151,428,637	151,429,102	+	ENSMUSG00000053286.11	Trmt1l	-0.346938632	-4.087395024	0.0002019635	0.029439085
ENSMUSE00000625532.1	chr18	37,894,094	37,894,209	-	ENSMUSG00000024456.16	Diaph1	0.283566000	4.086478882	0.0002025270	0.029491657
ENSMUSE00000268720.1	chr2	24,697,573	24,697,704	-	ENSMUSG00000004113.18	Cacna1b	0.335883911	4.083963985	0.0002040817	0.029569985
ENSMUSE00000804810.1	chr7	27,347,002	27,347,454	-	ENSMUSG00000089832.8	Shkbp1	0.310164836	4.082026745	0.0002052873	0.029656003
ENSMUSE00001143649.1	chr11	80,387,802	80,387,940	+	ENSMUSG00000017421.18	Zfp207	0.331796535	4.078967053	0.0002072054	0.029844153
ENSMUSE00000819085.1	chr5	114,899,742	114,900,283	+	ENSMUSG00000029561.17	Oasl2	-0.908164534	-4.078116789	0.0002077416	0.029885526
ENSMUSE00001293435.1	chr16	59,495,610	59,495,768	-	ENSMUSG00000022723.16	Crybg3	-0.734158010	-4.077859996	0.0002079038	0.029885526
ENSMUSE00000299991.1	chr13	95,731,280	95,731,458	-	ENSMUSG00000021676.10	Iqgap2	-0.672044431	-4.077366710	0.0002082157	0.029886042
ENSMUSE00001156864.1	chr11	80,391,331	80,391,401	+	ENSMUSG00000017421.18	Zfp207	0.347153688	4.076920908	0.0002084980	0.029911793
ENSMUSE00000730159.1	chr2	120,889,776	120,889,849	-	ENSMUSG00000027272.5	Ubr1	-0.313510275	-4.074341898	0.0002101382	0.030043364
ENSMUSE00000675430.1	chr4	41,245,456	41,245,492	-	ENSMUSG00000028433.14	Ubap2	-0.525009601	-4.073100922	0.0002109320	0.030109078
ENSMUSE00000836913.1	chr16	49,013,175	49,013,290	+	ENSMUSG00000033031.13	Cip2a	0.356480207	4.072855905	0.0002110891	0.030109078
ENSMUSE00000376792.3	chr5	114,127,526	114,127,769	-	ENSMUSG00000044339.12	Alkbh2	-0.310167764	-4.070033139	0.0002129068	0.030240518
ENSMUSE00001375658.1	chr6	71,603,132	71,603,425	-	ENSMUSG00000053470.13	Kdm3a	0.885076487	4.068813962	0.0002136965	0.030313636
ENSMUSE00000310370.3	chr5	137,307,046	137,307,185	-	ENSMUSG00000037364.12	Srrt	0.256146889	4.066160875	0.0002154251	0.030410493
ENSMUSE00000581166.1	chr8	86,853,159	86,853,289	-	ENSMUSG00000031652.11	N4bp1	-0.347861161	-4.066186322	0.0002154084	0.030410493
ENSMUSE00001190717.2	chr14	50,876,672	50,877,324	+	ENSMUSG00000097431.2	Gm26782	-0.359163588	-4.065902475	0.0002155942	0.030419594
ENSMUSE00001018909.1	chrX	123,142,610	123,143,270	+	ENSMUSG00000079450.11	Cldn34c1	0.360856950	4.064986882	0.0002161943	0.030489478
ENSMUSE00001406723.1	chr10	57,509,061	57,509,114	+	ENSMUSG00000019878.8	Hsf2	0.413774397	4.064617087	0.0002164372	0.030494149
ENSMUSE00001365629.1	chr6	128,341,353	128,344,975	-	ENSMUSG00000001521.12	Tulp3	0.273928145	4.062774587	0.0002176511	0.030576301
ENSMUSE00001226213.1	chr12	24,653,559	24,653,810	+	ENSMUSG00000020653.12	Klf11	0.373757157	4.061828288	0.0002182772	0.030637345
ENSMUSE00001327933.1	chr1	151,448,226	151,448,497	+	ENSMUSG00000053286.11	Trmt1l	-0.347707986	-4.058254966	0.0002206571	0.030692881
ENSMUSE00000604315.2	chr4	58,956,459	58,958,355	+	ENSMUSG00000038630.8	Zkscan16	-0.338655764	-4.058194669	0.0002206974	0.030692881
ENSMUSE00001355207.1	chr5	137,307,046	137,307,421	-	ENSMUSG00000037364.12	Srrt	0.254980318	4.060291316	0.0002192977	0.030692881
ENSMUSE00000191074.3	chr5	151,045,797	151,046,018	-	ENSMUSG00000016128.14	Stard13	-0.608446096	-4.058613870	0.0002204169	0.030692881
ENSMUSE00000751803.2	chr6	128,342,241	128,343,205	-	ENSMUSG00000001521.12	Tulp3	0.304175321	4.058195615	0.0002206968	0.030692881
ENSMUSE00001383840.1	chr8	86,851,625	86,852,420	-	ENSMUSG00000031652.11	N4bp1	-0.395948866	-4.058352976	0.0002205914	0.030692881
ENSMUSE00001381489.1	chr11	42,179,560	42,179,639	-	ENSMUSG00000010803.13	Gabra1	-0.423224885	-4.059844287	0.0002195954	0.030692881
ENSMUSE00000328506.3	chr12	17,369,466	17,369,615	+	ENSMUSG00000061458.9	Nol10	-0.306411903	-4.059490122	0.0002198316	0.030692881
ENSMUSE00000842236.2	chr9	123,170,824	123,173,926	-	ENSMUSG00000035498.10	Cdcp1	-0.728222651	-4.057859140	0.0002209222	0.030705459
ENSMUSE00001215483.1	chr11	42,179,560	42,179,648	-	ENSMUSG00000010803.13	Gabra1	-0.420575812	-4.057689718	0.0002210358	0.030705459
ENSMUSE00001281430.1	chr19	3,892,710	3,892,791	+	ENSMUSG00000024843.15	Chka	0.296597620	4.055586581	0.0002224507	0.030818802
ENSMUSE00000721348.1	chr7	107,863,039	107,863,500	+	ENSMUSG00000066245.5	Gm10156	0.256437937	4.053725844	0.0002237099	0.030846290
ENSMUSE00000698954.3	chr16	59,491,741	59,492,461	+	ENSMUSG00000022724.15	Riox2	-0.315395085	-4.053971784	0.0002235430	0.030846290
ENSMUSE00001279386.1	chrX	73,090,859	73,090,958	-	ENSMUSG00000057836.12	Xlr3a	-1.386566293	-4.053264863	0.0002240229	0.030863414
ENSMUSE00000855583.1	chr6	8,511,227	8,511,349	+	ENSMUSG00000029638.17	Glcci1	0.486218121	4.051634546	0.0002251333	0.030886879
ENSMUSE00001348041.1	chr3	57,636,883	57,640,837	-	ENSMUSG00000104965.1	Gm43437	-0.254906918	-4.050365218	0.0002260016	0.030927649
ENSMUSE00000970596.1	chr7	29,775,338	29,775,464	+	ENSMUSG00000046185.10	Zfp84	-0.414731479	-4.050465861	0.0002259326	0.030927649
ENSMUSE00000248876.2	chr3	96,557,957	96,558,485	+	ENSMUSG00000038393.14	Txnip	0.708522935	4.050023915	0.0002262356	0.030928284
ENSMUSE00000782044.1	chr3	96,557,960	96,558,485	+	ENSMUSG00000038393.14	Txnip	0.708522935	4.050023915	0.0002262356	0.030928284
ENSMUSE00000883861.2	chr9	51,081,115	51,081,530	-	ENSMUSG00000032057.9	Hoatz	-0.864387198	-4.049469503	0.0002266162	0.030952567
ENSMUSE00001317414.1	chr2	73,370,965	73,371,130	-	ENSMUSG00000041762.16	Gpr155	-0.347129223	-4.044712974	0.0002299076	0.031154304
ENSMUSE00000635881.1	chr3	131,324,939	131,325,105	-	ENSMUSG00000050931.7	Sgms2	-1.387423126	-4.042239719	0.0002316374	0.031207854
ENSMUSE00000320842.3	chr5	124,718,439	124,718,558	+	ENSMUSG00000038023.12	Atp6v0a2	-0.320466880	-4.040453090	0.0002328948	0.031207854
ENSMUSE00000682293.1	chr11	3,932,013	3,932,078	-	ENSMUSG00000020432.12	Tcn2	-0.886942496	-4.040521843	0.0002328463	0.031207854
ENSMUSE00000682306.2	chr11	3,932,013	3,932,159	-	ENSMUSG00000020432.12	Tcn2	-0.886942496	-4.040521843	0.0002328463	0.031207854
ENSMUSE00001285748.1	chr11	51,268,165	51,268,231	+	ENSMUSG00000020385.16	Clk4	0.440718757	4.040588245	0.0002327995	0.031207854
ENSMUSE00001175989.1	chr11	80,391,835	80,391,992	+	ENSMUSG00000017421.18	Zfp207	0.357427581	4.041824512	0.0002319290	0.031207854
ENSMUSE00000507010.6	chr13	67,339,306	67,343,657	-	ENSMUSG00000098905.2	Zfp953	-0.483753774	-4.040324266	0.0002329857	0.031207854
ENSMUSE00000313604.1	chr17	50,004,254	50,004,357	-	ENSMUSG00000039316.14	Rftn1	-0.293148369	-4.042580485	0.0002313983	0.031207854
ENSMUSE00000451585.5	chr19	38,967,733	38,971,051	+	ENSMUSG00000025001.11	Hells	-0.312577407	-4.039801100	0.0002333553	0.031228591
ENSMUSE00001372319.1	chr11	42,179,560	42,179,843	-	ENSMUSG00000010803.13	Gabra1	-0.421077521	-4.038463740	0.0002343027	0.031297763
ENSMUSE00001259128.2	chr13	67,440,431	67,443,334	-	ENSMUSG00000069206.14	Zfp874a	-0.266602315	-4.037997399	0.0002346340	0.031298878
ENSMUSE00001205271.1	chr13	67,440,433	67,443,334	-	ENSMUSG00000069206.14	Zfp874a	-0.266602315	-4.037997399	0.0002346340	0.031298878
ENSMUSE00000720184.1	chr8	25,532,281	25,532,428	+	ENSMUSG00000031565.18	Fgfr1	-0.281490349	-4.036469847	0.0002357221	0.031388181
ENSMUSE00000815860.1	chr11	80,391,835	80,391,879	+	ENSMUSG00000017421.18	Zfp207	0.357314810	4.036297775	0.0002358450	0.031388181
ENSMUSE00000209919.4	chr8	3,463,922	3,464,100	-	ENSMUSG00000069633.12	Pex11g	-0.823802932	-4.035494826	0.0002364193	0.031421723
ENSMUSE00000592012.1	chr5	129,849,901	129,850,057	+	ENSMUSG00000025538.15	Sumf2	-0.359510884	-4.033879501	0.0002375787	0.031518194
ENSMUSE00001425451.1	chr13	67,440,336	67,443,334	-	ENSMUSG00000069206.14	Zfp874a	-0.266448086	-4.033192462	0.0002380735	0.031555044
ENSMUSE00001456955.1	chr19	10,576,969	10,577,081	-	ENSMUSG00000024666.6	Tmem138	-0.534838384	-4.032839363	0.0002383282	0.031560031
ENSMUSE00000815938.1	chr4	103,081,937	103,082,341	-	ENSMUSG00000035126.19	Dnai4	-0.700270813	-4.025838487	0.0002434329	0.031858809
ENSMUSE00000248922.1	chr3	96,559,070	96,559,217	+	ENSMUSG00000038393.14	Txnip	0.693678562	4.025478186	0.0002436984	0.031861550
ENSMUSE00000502068.4	chr5	17,828,775	17,828,984	-	ENSMUSG00000002944.15	Cd36	-1.378350971	-4.025262663	0.0002438574	0.031861550
ENSMUSE00000898373.1	chr5	17,828,775	17,828,981	-	ENSMUSG00000002944.15	Cd36	-1.378350971	-4.025262663	0.0002438574	0.031861550
ENSMUSE00000211323.3	chr8	46,518,268	46,518,300	+	ENSMUSG00000018796.13	Acsl1	-0.330779545	-4.024876092	0.0002441428	0.031879991
ENSMUSE00000911787.1	chr17	34,189,891	34,191,526	+	ENSMUSG00000037321.17	Tap1	-0.470500127	-4.024348414	0.0002445330	0.031896738
ENSMUSE00000801882.1	chr2	121,198,164	121,198,769	+	ENSMUSG00000027263.12	Tubgcp4	0.356384850	4.021223980	0.0002468555	0.032100674
ENSMUSE00000727021.1	chr11	71,024,558	71,024,711	+	ENSMUSG00000040599.13	Mis12	-0.325539890	-4.020914610	0.0002470866	0.032100674
ENSMUSE00000793502.1	chr2	69,647,216	69,647,342	+	ENSMUSG00000063145.10	Bbs5	-0.425817639	-4.019135995	0.0002484195	0.032155359
ENSMUSE00000724472.1	chr2	69,647,230	69,647,342	+	ENSMUSG00000063145.10	Bbs5	-0.425817639	-4.019135995	0.0002484195	0.032155359
ENSMUSE00000797409.1	chr2	69,647,253	69,647,342	+	ENSMUSG00000063145.10	Bbs5	-0.425817639	-4.019135995	0.0002484195	0.032155359
ENSMUSE00000434423.3	chr1	151,448,254	151,448,497	+	ENSMUSG00000053286.11	Trmt1l	-0.345244715	-4.018274163	0.0002490679	0.032204958
ENSMUSE00000869296.1	chr6	6,820,189	6,824,567	-	ENSMUSG00000090063.6	Dlx6os1	0.263035064	4.017821935	0.0002494088	0.032220380
ENSMUSE00000742917.1	chr6	97,350,933	97,353,204	-	ENSMUSG00000030064.16	Frmd4b	0.261316330	4.017650834	0.0002495379	0.032222742
ENSMUSE00001277566.1	chr7	27,347,002	27,347,172	-	ENSMUSG00000089832.8	Shkbp1	0.318036731	4.015239056	0.0002513644	0.032272304
ENSMUSE00000190082.3	chr5	114,899,742	114,900,030	+	ENSMUSG00000029561.17	Oasl2	-0.888377943	-4.014432842	0.0002519779	0.032308274
ENSMUSE00000129463.1	chr16	13,826,883	13,826,985	+	ENSMUSG00000022681.15	Ntan1	0.265042412	4.012552587	0.0002534143	0.032420973
