chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr12	78,861,819	78,887,010	25,192	+	4,951	ENSMUSG00000021116.10	protein_coding	13665	Eif2s1	11.824232947	MGI:MGI:95299	-0.078449440	-2.975691188	0.00383918064868	0.0248328349
chr12	33,111,711	33,147,597	35,887	-	4,610	ENSMUSG00000052125.16	bidirectional_promoter_lncRNA	320046	F730043M19Rik	2.603897346	MGI:MGI:2443237	-0.142487252	-2.974989949	0.00384709961596	0.0248760012
chr16	33,251,442	33,299,565	48,124	+	3,988	ENSMUSG00000022808.5	protein_coding	69150	Snx4	17.671483999	MGI:MGI:1916400	0.049520162	2.974771489	0.00384956973984	0.0248839178
chr3	88,435,959	88,461,182	25,224	-	5,406	ENSMUSG00000028064.17	protein_coding	20351	Sema4a	6.743457165	MGI:MGI:107560	-0.099214285	-2.973478923	0.00386421476610	0.0249624275
chr7	48,789,003	48,827,440	38,438	+	2,410	ENSMUSG00000030471.17	protein_coding	243983	Zdhhc13	10.974233448	MGI:MGI:1919227	0.107723546	2.973571807	0.00386316065473	0.0249624275
chr7	144,001,928	144,424,494	422,567	+	11,137	ENSMUSG00000037541.22	protein_coding	210274	Shank2	13.351937637	MGI:MGI:2671987	0.084867080	2.973333423	0.00386586653613	0.0249650237
chr8	36,457,548	36,512,956	55,409	+	6,387	ENSMUSG00000039620.17	protein_coding	319582	Trmt9b	2.475640553	MGI:MGI:2442328	0.191265367	2.972923736	0.00387052095766	0.0249870025
chr1	36,537,507	36,547,445	9,939	-	4,654	ENSMUSG00000079610.9	protein_coding	109346	Ankrd39	1.099391435	MGI:MGI:1914816	0.141378904	2.971941233	0.00388170422667	0.0250339782
chr1	131,053,700	131,097,826	44,127	-	3,041	ENSMUSG00000016528.10	protein_coding	17164	Mapkapk2	16.868686041	MGI:MGI:109298	0.080126527	2.972035241	0.00388063288662	0.0250339782
chr1	153,849,542	153,900,208	50,667	-	4,905	ENSMUSG00000045968.7	protein_coding	240817	Teddm2	0.389821776	MGI:MGI:1923273	0.197248867	2.971844150	0.00388281087912	0.0250339782
chr11	100,368,958	100,397,749	28,792	-	6,436	ENSMUSG00000001552.14	protein_coding	16480	Jup	8.082262968	MGI:MGI:96650	-0.112313640	-2.971990948	0.00388113762387	0.0250339782
chr11	113,043,895	113,201,822	157,928	-	2,121	ENSMUSG00000087259.7	lincRNA	72386	2610035D17Rik	7.335627740	MGI:MGI:1919636	-0.111104714	-2.971475420	0.00388701673838	0.0250473507
chr15	94,270,163	94,465,418	195,256	-	8,997	ENSMUSG00000022449.14	protein_coding	223838	Adamts20	1.143777927	MGI:MGI:2660628	0.195532587	2.971442454	0.00388739296455	0.0250473507
chr9	35,124,408	35,176,061	51,654	-	1,451	ENSMUSG00000032040.15	protein_coding	69305	Dcps	15.040503943	MGI:MGI:1916555	-0.083764059	-2.971077225	0.00389156342252	0.0250661360
chr5	147,949,882	147,957,166	7,285	-	3,308	ENSMUSG00000085565.1	lincRNA	NA	Gm15721	0.695673717	NA	0.218665135	2.970550146	0.00389758928647	0.0250968564
chr9	62,838,785	62,852,006	13,222	+	2,434	ENSMUSG00000032245.12	protein_coding	76524	Cln6	2.637107619	MGI:MGI:2159324	0.112837439	2.970282717	0.00390064999230	0.0251084702
chr4	130,792,537	130,826,319	33,783	+	5,989	ENSMUSG00000025743.14	protein_coding	20970	Sdc3	106.642829741	MGI:MGI:1349163	0.080516868	2.968888690	0.00391664053246	0.0251970813
chr6	85,961,623	86,001,926	40,304	+	894	ENSMUSG00000107230.1	antisense	100502586	Gm19265	0.746859546	MGI:MGI:5011450	-0.339736024	-2.968797167	0.00391769248708	0.0251970813
chr15	86,139,128	86,186,141	47,014	-	4,812	ENSMUSG00000035891.16	protein_coding	223753	Cerk	13.738944849	MGI:MGI:2386052	0.056989456	2.968752987	0.00391820038140	0.0251970813
chr5	123,698,294	123,721,100	22,807	-	5,251	ENSMUSG00000029427.11	protein_coding	70650	Zcchc8	8.940580586	MGI:MGI:1917900	-0.076080273	-2.965962089	0.00395040825931	0.0253960266
chr14	120,275,669	120,431,697	156,029	+	11,993	ENSMUSG00000022139.17	protein_coding	105559	Mbnl2	5.870563449	MGI:MGI:2145597	0.130194102	2.965029637	0.00396122350971	0.0254573611
chr5	149,439,660	149,470,620	30,961	+	2,065	ENSMUSG00000029660.10	protein_coding	75860	Tex26	0.334481134	MGI:MGI:1923110	-0.239906102	-2.964839300	0.00396343453505	0.0254633777
chr17	67,842,713	68,004,120	161,408	-	5,377	ENSMUSG00000024043.13	protein_coding	268970	Arhgap28	2.521772792	MGI:MGI:2147003	-0.154208497	-2.963893239	0.00397444129334	0.0255258812
chr1	36,307,733	36,319,203	11,471	+	12,540	ENSMUSG00000037447.16	protein_coding	214855	Arid5a	0.411006356	MGI:MGI:2443039	0.168573405	2.963193405	0.00398260153476	0.0255700685
chr10	21,145,094	21,154,374	9,281	+	2,184	ENSMUSG00000097923.1	antisense	NA	Gm26577	0.163378541	NA	-0.361585991	-2.962686349	0.00398852362019	0.0255998621
chr1	17,397,412	17,400,281	2,870	-	2,870	ENSMUSG00000101589.1	processed_pseudogene	108212	Rbm6-ps1	0.447340369	MGI:MGI:1889580	-0.153013427	-2.962384926	0.00399204789494	0.0256142514
chr19	60,837,277	60,861,427	24,151	-	2,975	ENSMUSG00000063698.9	protein_coding	94281	Sfxn4	1.790995225	MGI:MGI:2137680	-0.137335480	-2.961792519	0.00399898279345	0.0256505081
chr6	114,131,241	114,249,952	118,712	+	5,050	ENSMUSG00000030307.8	protein_coding	243616	Slc6a11	27.929056657	MGI:MGI:95630	0.071441822	2.961092425	0.00400719267244	0.0256949170
chr11	116,470,845	116,494,202	23,358	-	3,407	ENSMUSG00000015869.16	protein_coding	67763	Prpsap1	12.606452234	MGI:MGI:1915013	-0.073385797	-2.960512050	0.00401401042867	0.0257303737
chr2	70,661,576	70,712,636	51,061	+	4,145	ENSMUSG00000014959.12	protein_coding	70231	Gorasp2	23.280359337	MGI:MGI:2135962	0.058516044	2.960376468	0.00401560467424	0.0257323349
chr4	116,685,544	116,700,822	15,279	+	3,043	ENSMUSG00000028691.12	protein_coding	18477	Prdx1	49.569598566	MGI:MGI:99523	0.064941360	2.960244092	0.00401716178794	0.0257340569
chr6	134,639,510	134,710,355	70,846	+	2,506	ENSMUSG00000042992.15	protein_coding	67774	Borcs5	9.560422414	MGI:MGI:1915024	0.073194298	2.959676499	0.00402384461964	0.0257686029
chr13	78,171,630	78,182,973	11,344	+	4,086	ENSMUSG00000114649.1	lincRNA	73093	3110006O06Rik	0.070090505	MGI:MGI:1920343	0.383217690	2.958633900	0.00403614693113	0.0258391022
chr11	100,476,353	100,528,000	51,648	-	5,279	ENSMUSG00000020917.17	protein_coding	104112	Acly	43.738908199	MGI:MGI:103251	-0.085387865	-2.958350998	0.00403949106704	0.0258522251
chr4	124,850,679	124,855,242	4,564	+	1,981	ENSMUSG00000028889.17	protein_coding	230734	Yrdc	13.380232696	MGI:MGI:2387201	0.095627128	2.957960944	0.00404410603288	0.0258647114
chr8	72,565,188	72,571,088	5,901	-	3,266	ENSMUSG00000044600.14	protein_coding	66818	Smim7	36.830662694	MGI:MGI:1914068	0.060961660	2.957993610	0.00404371935030	0.0258647114
chr10	76,207,222	76,237,865	30,644	-	3,381	ENSMUSG00000020230.15	protein_coding	15468	Prmt2	29.493796280	MGI:MGI:1316652	-0.090123301	-2.957821723	0.00404575441990	0.0258647114
chr12	78,222,286	78,226,525	4,240	-	4,240	ENSMUSG00000112302.1	bidirectional_promoter_lncRNA	NA	Gm48226	0.942387413	NA	0.115756217	2.957748489	0.00404662176424	0.0258647114
chr9	45,858,604	45,860,682	2,079	-	2,079	ENSMUSG00000111128.1	TEC	NA	Gm49338	9.883444104	NA	-0.097142063	-2.957203143	0.00405308597418	0.0258906071
chr16	37,509,790	37,539,789	30,000	-	6,285	ENSMUSG00000022828.10	protein_coding	74197	Gtf2e1	4.788874744	MGI:MGI:1921447	-0.087559629	-2.957187994	0.00405326567223	0.0258906071
chr1	173,468,485	173,491,041	22,557	-	3,054	ENSMUSG00000037849.8	protein_coding	102639543	Ifi206	0.510713150	MGI:MGI:3646410	-0.689708897	-2.956689044	0.00405918853066	0.0259049097
chr4	155,839,680	155,843,765	4,086	+	2,918	ENSMUSG00000029070.9	protein_coding	74761	Mxra8	1.836866938	MGI:MGI:1922011	0.141037382	2.956843245	0.00405735720569	0.0259049097
chr10	94,148,023	94,197,211	49,189	+	4,607	ENSMUSG00000005897.14	protein_coding	22025	Nr2c1	1.962077363	MGI:MGI:1352465	-0.086751422	-2.956671614	0.00405939558250	0.0259049097
chr14	77,156,763	77,721,407	564,645	+	7,962	ENSMUSG00000022012.9	protein_coding	239188	Enox1	5.779236906	MGI:MGI:2444896	-0.065854166	-2.956439376	0.00406215525346	0.0259142411
chr6	83,867,109	83,989,550	122,442	+	15,810	ENSMUSG00000030016.14	protein_coding	18139	Zfp638	8.738900627	MGI:MGI:1203484	-0.112021536	-2.955830270	0.00406940146384	0.0259521791
chr4	126,046,925	126,055,532	8,608	+	1,693	ENSMUSG00000028861.13	protein_coding	66407	Mrps15	11.655214159	MGI:MGI:1913657	-0.094126395	-2.955131863	0.00407772473811	0.0259969594
chr8	95,825,346	95,826,134	789	+	789	ENSMUSG00000061104.5	protein_coding	100041953	Sap18b	9.427130415	MGI:MGI:3704317	0.087616609	2.954956231	0.00407982031772	0.0260020201
chr7	136,167,086	136,173,296	6,211	-	2,189	ENSMUSG00000110396.1	lincRNA	102640741	Gm36737	0.097071757	MGI:MGI:5595896	-0.511505317	-2.954737002	0.00408243745866	0.0260104006
chr3	51,231,917	51,234,380	2,464	+	2,464	ENSMUSG00000103313.1	TEC	NA	Gm38357	0.226655643	NA	-0.335752603	-2.954597801	0.00408410004269	0.0260126959
chr10	31,321,418	31,324,022	2,605	+	2,605	ENSMUSG00000111664.1	TEC	NA	Gm48865	0.143365377	NA	0.343626407	2.954073493	0.00409036787762	0.0260443124
chr10	76,459,567	76,469,114	9,548	-	5,701	ENSMUSG00000033126.5	protein_coding	216119	Ybey	0.977526766	MGI:MGI:2656825	0.110554350	2.953876382	0.00409272653135	0.0260450082
chrX	139,684,996	139,753,405	68,410	+	5,211	ENSMUSG00000042473.8	protein_coding	245638	Tbc1d8b	0.846474704	MGI:MGI:1918101	-0.172824248	-2.953846430	0.00409308504767	0.0260450082
chr5	52,741,574	52,769,340	27,767	+	3,760	ENSMUSG00000029186.12	protein_coding	67073	Pi4k2b	3.141788500	MGI:MGI:1914323	0.136775277	2.953654446	0.00409538375123	0.0260513360
chr11	43,681,998	43,720,411	38,414	+	5,508	ENSMUSG00000044950.7	protein_coding	70802	Pwwp2a	6.269501384	MGI:MGI:1918052	0.088324657	2.953269367	0.00409999806146	0.0260723850
chrX	20,860,511	20,921,004	60,494	-	3,299	ENSMUSG00000037217.15	protein_coding	20964	Syn1	81.355062104	MGI:MGI:98460	-0.113877747	-2.952606133	0.00410795668071	0.0261146807
chr3	96,525,172	96,529,210	4,039	+	2,028	ENSMUSG00000038403.10	protein_coding	69585	Hjv	0.508471233	MGI:MGI:1916835	-0.403675808	-2.951789265	0.00411777849578	0.0261687902
chr2	29,124,181	29,182,471	58,291	+	11,380	ENSMUSG00000043535.13	protein_coding	269254	Setx	9.536592527	MGI:MGI:2443480	-0.100558795	-2.951253676	0.00412423004639	0.0261847969
chr2	91,255,954	91,264,679	8,726	+	4,327	ENSMUSG00000027257.13	protein_coding	80708	Pacsin3	2.929974082	MGI:MGI:1891410	0.089493085	2.951298817	0.00412368593296	0.0261847969
chr2	114,013,602	114,032,292	18,691	+	5,470	ENSMUSG00000087694.8	processed_transcript	320846	A530058N18Rik	0.315446977	MGI:MGI:2444858	-0.246231345	-2.951436011	0.00412203265052	0.0261847969
chr5	134,986,214	134,987,472	1,259	+	1,259	ENSMUSG00000070473.4	protein_coding	12739	Cldn3	1.475171541	MGI:MGI:1329044	0.197316819	2.950603992	0.00413206850045	0.0262262270
chr2	31,314,415	31,460,738	146,324	+	16,073	ENSMUSG00000055632.18	protein_coding	665700	Hmcn2	0.057452179	MGI:MGI:2677838	0.197896463	2.950359087	0.00413502684667	0.0262366665
chr8	11,727,721	11,835,219	107,499	+	15,874	ENSMUSG00000031511.16	protein_coding	54126	Arhgef7	15.374775372	MGI:MGI:1860493	0.059216115	2.950115165	0.00413797527764	0.0262470366
chr4	155,562,378	155,590,997	28,620	+	3,747	ENSMUSG00000029063.16	protein_coding	192185	Nadk	19.804717981	MGI:MGI:2183149	-0.061664097	-2.948600799	0.00415632379577	0.0263550513
chr6	48,537,615	48,541,801	4,187	+	2,381	ENSMUSG00000039347.7	protein_coding	76252	Atp6v0e2	125.217055744	MGI:MGI:1923502	0.067328915	2.948044662	0.00416308096893	0.0263895206
chr3	19,131,402	19,163,065	31,664	-	3,673	ENSMUSG00000027599.9	protein_coding	74252	Armc1	20.258637712	MGI:MGI:1921502	0.069477987	2.947920579	0.00416458997615	0.0263907107
chr7	46,760,466	46,795,999	35,534	-	6,497	ENSMUSG00000014418.16	protein_coding	246694	Hps5	2.699350599	MGI:MGI:2180307	-0.077310122	-2.947500718	0.00416969980547	0.0264147110
chr5	134,702,593	134,747,323	44,731	-	8,098	ENSMUSG00000029675.12	protein_coding	13717	Eln	2.630676227	MGI:MGI:95317	0.097023227	2.946818320	0.00417801714149	0.0264519880
chr7	19,344,778	19,356,524	11,747	+	3,111	ENSMUSG00000003549.9	protein_coding	13870	Ercc1	5.298134080	MGI:MGI:95412	-0.080045747	-2.946800642	0.00417823280888	0.0264519880
chr2	121,008,403	121,016,513	8,111	+	3,469	ENSMUSG00000023572.16	protein_coding	17151	Ccndbp1	153.923855926	MGI:MGI:109595	0.056491535	2.946651940	0.00418004736068	0.0264550906
chr2	22,895,522	22,940,266	44,745	+	4,248	ENSMUSG00000026784.14	protein_coding	56075	Pdss1	2.177905421	MGI:MGI:1889278	0.095323148	2.946485069	0.00418208450016	0.0264595996
chr10	86,685,525	86,694,126	8,602	+	2,652	ENSMUSG00000097412.2	transcribed_unprocessed_pseudogene	66263	1810014B01Rik	1.161975536	MGI:MGI:1913513	-0.162136859	-2.946298874	0.00418435861795	0.0264656045
chr14	21,750,531	21,793,302	42,772	+	7,639	ENSMUSG00000021770.11	protein_coding	67630	Samd8	12.098110374	MGI:MGI:1914880	0.085596554	2.946066056	0.00418720378192	0.0264745096
chr14	54,722,209	54,781,930	59,722	-	5,005	ENSMUSG00000022180.7	protein_coding	50934	Slc7a8	8.073270145	MGI:MGI:1355323	0.087099464	2.945966786	0.00418841746079	0.0264745096
chr7	127,824,294	127,849,019	24,726	+	2,364	ENSMUSG00000030805.14	protein_coding	20909	Stx4a	9.127249182	MGI:MGI:893577	-0.109019251	-2.945263466	0.00419702557630	0.0265205280
chr2	70,553,072	70,602,014	48,943	+	7,639	ENSMUSG00000070880.10	protein_coding	14415	Gad1	26.155059898	MGI:MGI:95632	-0.119436615	-2.944879130	0.00420173647565	0.0265328101
chr4	44,664,415	44,685,347	20,933	+	3,056	ENSMUSG00000086211.1	antisense	102632357	Gm12462	0.153836214	MGI:MGI:3650646	0.289312729	2.944181811	0.00421029613793	0.0265328101
chr4	138,454,314	138,460,123	5,810	+	4,444	ENSMUSG00000046447.3	protein_coding	66259	Camk2n1	186.368509737	MGI:MGI:1913509	0.062970880	2.944189104	0.00421020652586	0.0265328101
chr4	155,768,149	155,774,698	6,550	-	3,623	ENSMUSG00000042116.3	protein_coding	246228	Vwa1	5.933502278	MGI:MGI:2179729	-0.163343482	-2.944839571	0.00420222162817	0.0265328101
chr7	126,776,955	126,780,511	3,557	+	1,848	ENSMUSG00000042675.15	protein_coding	66090	Ypel3	62.270628445	MGI:MGI:1913340	0.079460521	2.944187046	0.00421023181388	0.0265328101
chr8	4,257,660	4,259,274	1,615	-	1,212	ENSMUSG00000048644.8	protein_coding	330695	Ctxn1	226.301786856	MGI:MGI:88566	0.074256768	2.944419365	0.00420737832949	0.0265328101
chr8	12,899,146	12,915,619	16,474	-	848	ENSMUSG00000086770.1	antisense	105243124	Gm15351	0.745887735	MGI:MGI:3705299	-0.305001273	-2.944225248	0.00420976247047	0.0265328101
chr12	33,429,635	33,441,392	11,758	+	5,154	ENSMUSG00000020561.8	protein_coding	28071	Polr1f	3.536536630	MGI:MGI:106292	0.092072025	2.944570352	0.00420552476701	0.0265328101
chr13	60,641,790	60,642,009	220	+	220	ENSMUSG00000114277.1	processed_pseudogene	NA	Gm48583	30.451072209	NA	0.138078208	2.944130664	0.00421092460354	0.0265328101
chr9	115,242,581	115,310,421	67,841	-	4,221	ENSMUSG00000032437.10	protein_coding	68292	Stt3b	27.297044724	MGI:MGI:1915542	-0.060534870	-2.943510157	0.00421855598720	0.0265587987
chr9	118,478,212	118,485,366	7,155	+	4,155	ENSMUSG00000032446.14	protein_coding	13813	Eomes	3.643138998	MGI:MGI:1201683	-0.223712786	-2.943470986	0.00421903816089	0.0265587987
chr16	18,811,779	18,835,256	23,478	+	4,336	ENSMUSG00000005262.13	protein_coding	22230	Ufd1	17.891010956	MGI:MGI:109353	0.062889758	2.943481894	0.00421890388431	0.0265587987
chr16	18,248,679	18,253,501	4,823	+	5,326	ENSMUSG00000022721.19	protein_coding	15547	Trmt2a	6.701582376	MGI:MGI:96270	-0.066201215	-2.943243349	0.00422184128736	0.0265680712
chr3	96,711,490	96,727,628	16,139	-	3,386	ENSMUSG00000028099.8	protein_coding	74414	Polr3c	7.520581163	MGI:MGI:1921664	-0.056438718	-2.942086128	0.00423611790431	0.0266495178
chr6	83,135,463	83,152,579	17,117	+	4,269	ENSMUSG00000034930.16	protein_coding	20166	Rtkn	2.582005618	MGI:MGI:107371	-0.120922765	-2.941326334	0.00424551570485	0.0266859942
chr9	119,971,163	119,984,658	13,496	-	3,473	ENSMUSG00000032515.8	protein_coding	215418	Csrnp1	1.344206876	MGI:MGI:2387989	0.179002180	2.941403265	0.00424456327883	0.0266859942
chr17	31,647,081	31,658,769	11,689	-	2,598	ENSMUSG00000061613.13	protein_coding	108121	U2af1	22.887196222	MGI:MGI:98884	0.080934305	2.941293344	0.00424592418418	0.0266859942
chr11	75,486,816	75,509,447	22,632	+	7,461	ENSMUSG00000020850.14	protein_coding	192159	Prpf8	37.725329640	MGI:MGI:2179381	-0.094293101	-2.940439050	0.00425651478312	0.0267441416
chr7	126,699,773	126,707,787	8,015	-	2,783	ENSMUSG00000030707.15	protein_coding	12721	Coro1a	34.269096540	MGI:MGI:1345961	0.092638459	2.940035878	0.00426152133339	0.0267659601
chr9	66,955,388	66,975,484	20,097	-	2,036	ENSMUSG00000032370.8	protein_coding	80907	Lactb	6.511072443	MGI:MGI:1933395	0.092587009	2.939943647	0.00426266741963	0.0267659601
chr6	90,386,807	90,389,357	2,551	+	2,551	ENSMUSG00000108181.1	TEC	77418	C030015A19Rik	0.976631177	MGI:MGI:1924668	0.184404966	2.939269618	0.00427105166846	0.0268101779
chr4	156,199,455	156,200,796	1,342	-	703	ENSMUSG00000035692.7	protein_coding	100038882	Isg15	70.950687470	MGI:MGI:1855694	-0.462647898	-2.937736135	0.00429018344088	0.0269218109
chr6	42,349,630	42,360,213	10,584	+	5,390	ENSMUSG00000029860.16	protein_coding	22793	Zyx	11.774231621	MGI:MGI:103072	-0.080811978	-2.937376177	0.00429468574618	0.0269360244
chr15	99,317,225	99,370,449	53,225	-	5,021	ENSMUSG00000023008.18	protein_coding	22379	Fmnl3	4.006175385	MGI:MGI:109569	0.138685070	2.937339433	0.00429514558084	0.0269360244
chr5	138,622,859	138,652,414	29,556	+	4,097	ENSMUSG00000056014.15	protein_coding	243308	A430033K04Rik	5.312188794	MGI:MGI:3583896	0.124027429	2.936286551	0.00430834121453	0.0270102974
chr4	148,001,091	148,004,014	2,924	-	820	ENSMUSG00000086806.1	antisense	NA	Gm13054	0.563875974	NA	-0.246376115	-2.935971824	0.00431229291622	0.0270265889
chr11	101,277,968	101,279,114	1,147	-	886	ENSMUSG00000017188.3	protein_coding	52469	Coa3	53.094105429	MGI:MGI:1098757	-0.116981200	-2.935778190	0.00431472582925	0.0270333544
chr5	31,144,739	31,179,911	35,173	-	3,550	ENSMUSG00000101678.3	protein_coding	115482680	Gm29609	0.120197561	MGI:MGI:5580315	0.353825375	2.935111492	0.00432311227884	0.0270774050
chr7	81,222,362	81,222,874	513	-	513	ENSMUSG00000083774.1	processed_pseudogene	636544	Gm7180	1.305663142	MGI:MGI:3648560	0.240691829	2.934962210	0.00432499216517	0.0270806876
chr17	75,435,896	75,529,054	93,159	+	5,840	ENSMUSG00000071042.12	protein_coding	240168	Rasgrp3	1.758604674	MGI:MGI:3028579	-0.188926814	-2.934608260	0.00432945243847	0.0271001200
chr2	26,916,367	26,919,835	3,469	+	3,408	ENSMUSG00000014873.15	protein_coding	20931	Surf2	7.351069142	MGI:MGI:98444	-0.064882450	-2.933305026	0.00434591164543	0.0271946238
chr19	10,198,368	10,202,384	4,017	+	3,333	ENSMUSG00000064032.2	antisense	100038753	Gm10143	0.058036438	MGI:MGI:3704492	-0.375627197	-2.933017386	0.00434955216331	0.0272088803
chr17	34,597,862	34,600,860	2,999	+	2,141	ENSMUSG00000015452.14	protein_coding	11596	Ager	0.562263330	MGI:MGI:893592	0.303357531	2.932574822	0.00435515898732	0.0272354244
chr8	121,916,126	121,944,904	28,779	-	1,339	ENSMUSG00000025317.7	protein_coding	12352	Car5a	0.146598018	MGI:MGI:101946	-0.433218670	-2.932320278	0.00435838681947	0.0272470793
chr14	17,660,261	18,033,792	373,532	+	7,403	ENSMUSG00000021779.17	protein_coding	21834	Thrb	3.030476927	MGI:MGI:98743	0.178370026	2.931683976	0.00436646531425	0.0272805062
chr15	75,916,477	75,921,560	5,084	-	1,339	ENSMUSG00000022571.9	protein_coding	66194	Pycrl	15.822329714	MGI:MGI:1913444	-0.112337483	-2.931707473	0.00436616675619	0.0272805062
chr2	120,033,417	120,041,965	8,549	+	5,831	ENSMUSG00000098488.7	protein_coding	211429	Pla2g4b	0.115806750	MGI:MGI:2384819	-0.336760611	-2.931103237	0.00437385044430	0.0273181016
chr7	47,050,601	47,053,659	3,059	+	1,887	ENSMUSG00000010307.7	protein_coding	67893	Tmem86a	6.994737848	MGI:MGI:1915143	0.084509796	2.930990850	0.00437528097771	0.0273184940
chr14	79,325,269	79,390,778	65,510	-	15,080	ENSMUSG00000022020.15	protein_coding	66897	Naa16	0.577900592	MGI:MGI:1914147	-0.132831409	-2.930660306	0.00437949085814	0.0273362345
chr1	179,668,210	179,687,189	18,980	+	7,562	ENSMUSG00000038936.13	protein_coding	109232	Sccpdh	10.016097912	MGI:MGI:1924486	0.052778469	2.930208992	0.00438524490915	0.0273635994
chr17	71,768,473	71,864,273	95,801	+	8,514	ENSMUSG00000024059.10	protein_coding	78785	Clip4	2.599863150	MGI:MGI:1919100	0.091291685	2.929453918	0.00439488738689	0.0274152032
chr7	81,530,309	81,532,521	2,213	-	2,213	ENSMUSG00000104453.1	TEC	NA	Gm37829	0.087477913	NA	-0.545347064	-2.929337456	0.00439637637190	0.0274159293
chr19	34,806,940	34,879,455	72,516	-	8,267	ENSMUSG00000033610.16	protein_coding	75735	Pank1	2.651309322	MGI:MGI:1922985	-0.088516596	-2.929045765	0.00440010773998	0.0274306342
chr4	53,713,998	53,777,890	63,893	+	8,426	ENSMUSG00000028414.17	protein_coding	246179	Fktn	5.054354875	MGI:MGI:2179507	0.098150166	2.928636015	0.00440535427690	0.0274545557
chr11	96,068,852	96,075,670	6,819	-	4,912	ENSMUSG00000006057.15	protein_coding	11951	Atp5g1	17.666061170	MGI:MGI:107653	0.069480814	2.928531457	0.00440669398645	0.0274545557
chr2	91,674,618	91,710,576	35,959	-	4,368	ENSMUSG00000027244.14	protein_coding	51897	Atg13	13.866020482	MGI:MGI:1196429	0.065124885	2.927826916	0.00441573114022	0.0275022806
chr1	132,477,365	132,504,490	27,126	+	3,930	ENSMUSG00000026439.14	protein_coding	213464	Rbbp5	10.310969587	MGI:MGI:1918367	-0.069704102	-2.927617145	0.00441842516700	0.0275104814
chr4	126,860,980	126,861,112	133	-	133	ENSMUSG00000088984.1	snoRNA	NA	Gm25604	5.553945688	NA	0.264241974	2.926611443	0.00443136222944	0.0275566716
chr5	69,573,108	69,592,340	19,233	-	6,862	ENSMUSG00000029209.15	protein_coding	67980	Gnpda2	2.326326118	MGI:MGI:1915230	0.106970869	2.926695227	0.00443028312304	0.0275566716
chr10	33,996,555	34,019,624	23,070	-	1,601	ENSMUSG00000019782.10	protein_coding	66521	Rwdd1	24.741177436	MGI:MGI:1913771	0.068781333	2.926795804	0.00442898804824	0.0275566716
chr13	89,655,312	89,742,509	87,198	-	14,462	ENSMUSG00000021614.16	protein_coding	13003	Vcan	8.920984500	MGI:MGI:102889	-0.142874622	-2.926654943	0.00443080193384	0.0275566716
chr9	51,621,425	51,655,127	33,703	-	3,549	ENSMUSG00000078308.2	lincRNA	NA	Gm47854	0.053622293	NA	-0.397539980	-2.925870855	0.00444091126767	0.0276074577
chr9	88,595,325	88,599,516	4,192	-	3,767	ENSMUSG00000097073.7	lincRNA	320692	9430037G07Rik	0.203971007	MGI:MGI:2444544	-0.254440308	-2.925061745	0.00445136552563	0.0276638379
chr5	35,556,203	35,575,070	18,868	-	5,154	ENSMUSG00000029097.11	protein_coding	78890	Trmt44	1.388878460	MGI:MGI:1926140	0.102991674	2.924615236	0.00445714445548	0.0276911363
chr18	84,011,627	84,087,706	76,080	-	5,848	ENSMUSG00000046982.11	protein_coding	110796	Tshz1	9.163882435	MGI:MGI:1346031	-0.115948714	-2.924153460	0.00446312825199	0.0277196902
chr2	93,956,817	93,996,354	39,538	-	547	ENSMUSG00000098004.1	protein_coding	NA	Gm27027	0.350711289	NA	-0.363613363	-2.923624799	0.00446998785543	0.0277536641
chr2	19,344,317	19,351,050	6,734	+	1,776	ENSMUSG00000087674.7	lincRNA	108871	4930447M23Rik	1.885218668	MGI:MGI:1918902	-0.202009513	-2.923445176	0.00447232075511	0.0277564384
chr5	29,735,688	29,818,134	82,447	+	6,062	ENSMUSG00000029131.14	protein_coding	23950	Dnajb6	28.612338103	MGI:MGI:1344381	0.053159005	2.923376427	0.00447321394339	0.0277564384
chr10	82,833,951	82,897,712	63,762	+	7,086	ENSMUSG00000020250.10	protein_coding	50493	Txnrd1	18.624124436	MGI:MGI:1354175	-0.071815806	-2.923110279	0.00447667331331	0.0277692773
chr11	85,111,126	85,111,793	668	-	668	ENSMUSG00000082806.1	processed_pseudogene	234848	Rpl13-ps1	0.399534031	MGI:MGI:3649805	0.431492244	2.922981502	0.00447834803371	0.0277710412
chr8	123,268,300	123,318,576	50,277	-	8,761	ENSMUSG00000032815.16	protein_coding	14087	Fanca	0.335756362	MGI:MGI:1341823	-0.133930341	-2.922799950	0.00448071006613	0.0277770648
chr12	102,394,084	102,439,813	45,730	-	2,323	ENSMUSG00000021190.14	protein_coding	19141	Lgmn	28.895529727	MGI:MGI:1330838	0.079761452	2.922248316	0.00448789398400	0.0278043407
chr18	38,250,255	38,265,461	15,207	+	7,381	ENSMUSG00000024442.6	protein_coding	66839	Dele1	4.487664598	MGI:MGI:1914089	-0.044832093	-2.922283630	0.00448743377436	0.0278043407
chr10	79,736,123	79,746,573	10,451	-	4,685	ENSMUSG00000020329.12	protein_coding	216151	Polrmt	5.250027344	MGI:MGI:1915843	-0.093944821	-2.921963461	0.00449160781003	0.0278187207
