chr	start	end	width	strand	Length	gencodeID	gene_type	EntrezID	Symbol	meanExprs	MGI_Symbol	logFC	t	P.Value	adj.P.Val
chr5	124,004,641	124,032,270	27,630	-	2,789	ENSMUSG00000066278.6	protein_coding	330192	Vps37b	17.860133418	MGI:MGI:1916724	0.126462764	3.865627349	0.000461417	0.021533534
chr7	41,372,923	41,393,260	20,338	-	4,009	ENSMUSG00000056383.10	protein_coding	233168	AI987944	1.353074612	MGI:MGI:2142079	-0.310331641	-3.863505909	0.000464227	0.021614147
chr6	125,009,145	125,037,637	28,493	+	6,421	ENSMUSG00000038346.18	protein_coding	269800	Zfp384	6.867121570	MGI:MGI:2443203	0.131444286	3.861322519	0.000467136	0.021633328
chr11	58,847,158	58,861,956	14,799	+	4,429	ENSMUSG00000072915.3	protein_coding	108167848	Gm12258	5.373783968	MGI:MGI:3651534	-0.196769334	-3.862374759	0.000465732	0.021633328
chr11	120,185,400	120,189,852	4,453	-	3,028	ENSMUSG00000075389.3	processed_transcript	100042332	2810410L24Rik	2.070806951	MGI:MGI:1923627	0.229821016	3.860760021	0.000467888	0.021633328
chr2	152,226,839	152,281,852	55,014	+	7,089	ENSMUSG00000074698.10	protein_coding	12995	Csnk2a1	20.189167020	MGI:MGI:88543	0.107650943	3.856678547	0.000473382	0.021742681
chr5	114,363,567	114,380,508	16,942	-	4,039	ENSMUSG00000001098.15	protein_coding	330171	Kctd10	17.396390038	MGI:MGI:2141207	0.112308974	3.857579143	0.000472164	0.021742681
chr13	111,425,680	111,490,111	64,432	-	3,905	ENSMUSG00000032745.18	protein_coding	73274	Gpbp1	30.179905588	MGI:MGI:1920524	0.139408406	3.856577477	0.000473519	0.021742681
chr13	67,362,113	67,375,810	13,698	-	4,634	ENSMUSG00000078995.10	protein_coding	408065	Zfp456	0.318253417	MGI:MGI:3040694	-0.609432764	-3.852720596	0.000478770	0.021933357
chr17	21,383,748	21,399,265	15,518	+	2,917	ENSMUSG00000062743.9	protein_coding	210503	Zfp677	0.952396955	MGI:MGI:3053207	-0.440694758	-3.851267075	0.000480763	0.021974281
chr6	148,831,452	148,833,112	1,661	+	1,661	ENSMUSG00000107909.1	TEC	105242826	2610017A05Rik	0.205070978	MGI:MGI:1919056	0.659416061	3.848190304	0.000485009	0.022004058
chr8	123,805,985	123,835,287	29,303	+	1,757	ENSMUSG00000019478.16	protein_coding	19341	Rab4a	18.648706925	MGI:MGI:105069	0.126428334	3.846948894	0.000486733	0.022004058
chr12	49,382,660	49,384,364	1,705	+	4,202	ENSMUSG00000020950.10	protein_coding	15228	Foxg1	34.549441924	MGI:MGI:1347464	0.196377851	3.846925876	0.000486765	0.022004058
chr15	78,913,919	78,919,517	5,599	+	2,001	ENSMUSG00000116165.1	protein_coding	57028	Pdxp	22.876146864	MGI:MGI:1919282	0.120066721	3.846812539	0.000486923	0.022004058
chr18	23,752,333	23,893,861	141,529	+	10,202	ENSMUSG00000024277.14	protein_coding	212307	Mapre2	42.471098941	MGI:MGI:106271	0.116073673	3.848161961	0.000485049	0.022004058
chr1	180,800,832	180,813,943	13,112	-	3,504	ENSMUSG00000060743.12	protein_coding	15078	H3f3a	196.848027061	MGI:MGI:1097686	0.122742349	3.843917175	0.000490967	0.022136756
chr3	18,071,950	18,243,338	171,389	-	2,166	ENSMUSG00000039519.6	protein_coding	13123	Cyp7b1	2.499808149	MGI:MGI:104978	-0.258279126	-3.840920832	0.000495188	0.022233919
chr12	20,990,459	21,270,171	279,713	+	6,962	ENSMUSG00000052632.16	protein_coding	211914	Asap2	9.081222091	MGI:MGI:2685438	0.156799365	3.840806966	0.000495349	0.022233919
chr1	56,971,412	57,050,084	78,673	+	5,779	ENSMUSG00000087022.4	processed_transcript	329160	9130024F11Rik	7.796004849	MGI:MGI:1926150	0.291284072	3.838991999	0.000497923	0.022240793
chr13	117,602,320	117,987,418	385,099	+	18,120	ENSMUSG00000021730.8	protein_coding	15165	Hcn1	1.627906370	MGI:MGI:1096392	0.210196784	3.838639515	0.000498424	0.022240793
chr14	4,023,941	4,041,370	17,430	+	1,817	ENSMUSG00000096775.1	protein_coding	545007	Gm5796	1.719181234	MGI:MGI:3779522	0.241918981	3.838346001	0.000498842	0.022240793
chr7	79,510,362	79,511,400	1,039	+	1,039	ENSMUSG00000102995.1	TEC	402758	A330074H02Rik	0.571786421	MGI:MGI:3028065	0.497851897	3.835210935	0.000503328	0.022385912
chr10	76,459,567	76,469,114	9,548	-	5,701	ENSMUSG00000033126.5	protein_coding	216119	Ybey	0.977526766	MGI:MGI:2656825	-0.223947046	-3.834507923	0.000504339	0.022385912
chr5	88,565,040	88,651,392	86,353	+	10,214	ENSMUSG00000029291.11	protein_coding	52822	Rufy3	31.845281613	MGI:MGI:106484	0.100547306	3.831965378	0.000508012	0.022449192
chr12	74,897,220	75,177,332	280,113	-	4,058	ENSMUSG00000034402.3	protein_coding	238271	Kcnh5	1.610758548	MGI:MGI:3584508	0.307627440	3.832365387	0.000507432	0.022449192
chr3	95,281,345	95,296,166	14,822	+	6,458	ENSMUSG00000038712.16	protein_coding	75007	Mindy1	5.598755280	MGI:MGI:1922257	0.169767608	3.829132380	0.000512136	0.022581463
chr3	119,727,748	119,729,790	2,043	-	2,043	ENSMUSG00000105572.1	TEC	NA	Gm43300	1.677691647	NA	0.480027682	3.827726454	0.000514194	0.022622291
chr5	124,579,140	124,597,680	18,541	+	6,311	ENSMUSG00000029387.10	protein_coding	209357	Gtf2h3	2.909300142	MGI:MGI:1277143	-0.131321787	-3.821121249	0.000523974	0.022861353
chr7	48,789,003	48,827,440	38,438	+	2,410	ENSMUSG00000030471.17	protein_coding	243983	Zdhhc13	10.974233448	MGI:MGI:1919227	-0.145496729	-3.820965644	0.000524206	0.022861353
chr9	122,903,246	122,909,980	6,735	+	5,650	ENSMUSG00000111063.1	transcribed_unprocessed_pseudogene	382118	Zfp660	1.034773955	MGI:MGI:3040678	-0.317345595	-3.821782117	0.000522987	0.022861353
chr19	47,105,353	47,138,294	32,942	-	4,361	ENSMUSG00000033033.10	protein_coding	72691	Calhm2	0.625235470	MGI:MGI:1919941	-0.454526327	-3.822196893	0.000522369	0.022861353
chr7	81,762,925	81,769,480	6,556	+	1,741	ENSMUSG00000038646.13	protein_coding	67148	Ramac	29.160518857	MGI:MGI:1914398	0.119647191	3.816363240	0.000531130	0.023112842
chr16	94,370,618	94,469,220	98,603	+	16,220	ENSMUSG00000040785.19	protein_coding	22129	Ttc3	71.536152102	MGI:MGI:1276539	0.084382593	3.815213956	0.000532873	0.023138271
chr14	13,949,012	13,961,852	12,841	-	6,561	ENSMUSG00000053453.9	protein_coding	66231	Thoc7	6.782892576	MGI:MGI:1913481	0.099856491	3.812501554	0.000537008	0.023267244
chr7	110,221,711	110,283,506	61,796	+	8,090	ENSMUSG00000031015.8	protein_coding	20947	Swap70	1.782919918	MGI:MGI:1298390	-0.153316610	-3.811662345	0.000538294	0.023272468
chr7	3,289,080	3,298,285	9,206	+	4,480	ENSMUSG00000068566.12	protein_coding	50918	Myadm	6.216714324	MGI:MGI:1355332	-0.193496092	-3.810691939	0.000539784	0.023286501
chr1	78,658,038	78,667,584	9,547	+	7,679	ENSMUSG00000079470.8	protein_coding	195434	Utp14b	1.448923073	MGI:MGI:2445092	0.229287975	3.807417633	0.000544843	0.023454073
chr1	43,444,579	43,570,515	125,937	+	4,455	ENSMUSG00000066877.11	protein_coding	17974	Nck2	15.468320343	MGI:MGI:1306821	0.188594583	3.805144455	0.000548382	0.023555650
chr6	52,713,729	52,766,780	53,052	+	9,991	ENSMUSG00000004535.12	protein_coding	52440	Tax1bp1	22.042805197	MGI:MGI:1289308	0.070059304	3.803436617	0.000551055	0.023619694
chr3	154,663,859	154,767,789	103,931	+	8,963	ENSMUSG00000078161.8	protein_coding	209601	Erich3	0.905969545	MGI:MGI:1919095	-0.273380534	-3.800536397	0.000555624	0.023663200
chr12	84,009,490	84,017,664	8,175	+	3,919	ENSMUSG00000072949.6	protein_coding	26897	Acot1	5.238550960	MGI:MGI:1349396	0.168084271	3.800971959	0.000554936	0.023663200
chr16	31,987,178	31,987,460	283	-	283	ENSMUSG00000081404.1	processed_pseudogene	101669761	Gm15694	0.784041268	MGI:MGI:3783135	0.799534367	3.801253346	0.000554491	0.023663200
chr9	65,668,001	65,690,300	22,300	+	2,990	ENSMUSG00000040652.16	protein_coding	18247	Oaz2	41.993848834	MGI:MGI:109492	0.103344681	3.798175472	0.000559371	0.023721605
chr12	112,653,821	112,674,884	21,064	-	4,098	ENSMUSG00000001729.14	protein_coding	11651	Akt1	73.237112083	MGI:MGI:87986	0.104428007	3.798480600	0.000558885	0.023721605
chr5	107,900,502	107,909,005	8,504	+	3,920	ENSMUSG00000058558.12	protein_coding	100503670	Rpl5	121.019049405	MGI:MGI:102854	0.098422448	3.797102755	0.000561081	0.023743729
chrX	153,118,786	153,132,861	14,076	+	3,213	ENSMUSG00000071665.10	protein_coding	436240	Foxr2	0.294604718	MGI:MGI:3511682	-0.440513558	-3.796289941	0.000562381	0.023748402
chr19	53,379,390	53,390,578	11,189	-	2,477	ENSMUSG00000025024.7	protein_coding	76479	Smndc1	13.330380730	MGI:MGI:1923729	0.148499453	3.795529914	0.000563598	0.023749611
chr1	74,236,084	74,268,209	32,126	+	2,033	ENSMUSG00000006304.14	protein_coding	76709	Arpc2	105.540682282	MGI:MGI:1923959	0.100105885	3.793735429	0.000566484	0.023770890
chrX	101,264,378	101,268,255	3,878	-	2,387	ENSMUSG00000031304.18	protein_coding	16186	Il2rg	0.842906634	MGI:MGI:96551	-0.477433279	-3.794262080	0.000565635	0.023770890
chr3	86,137,940	86,142,702	4,763	-	977	ENSMUSG00000028081.6	protein_coding	20091	Rps3a1	556.825153440	MGI:MGI:1202063	0.099346937	3.792778071	0.000568029	0.023785755
chr4	132,853,501	132,884,509	31,009	-	3,188	ENSMUSG00000028879.4	protein_coding	100226	Stx12	62.133816788	MGI:MGI:1931027	0.119022649	3.789378848	0.000573548	0.023907455
chr7	126,546,455	126,566,411	19,957	-	3,511	ENSMUSG00000030738.11	protein_coding	56347	Eif3c	65.675435009	MGI:MGI:1926966	0.087614520	3.789535483	0.000573292	0.023907455
chr17	33,996,017	34,000,283	4,267	-	2,938	ENSMUSG00000061232.16	protein_coding	14972	H2-K1	21.464021356	MGI:MGI:95904	-0.368629535	-3.788048054	0.000575723	0.023907455
chr19	38,788,128	38,819,237	31,110	-	3,977	ENSMUSG00000024999.7	protein_coding	57753	Noc3l	3.910913777	MGI:MGI:1932610	-0.180690204	-3.788088746	0.000575656	0.023907455
chr5	129,786,998	129,846,371	59,374	+	3,620	ENSMUSG00000029447.11	protein_coding	12466	Cct6a	81.777483042	MGI:MGI:107943	0.091461107	3.785952374	0.000579164	0.024000456
chr8	83,666,536	83,699,179	32,644	-	10,612	ENSMUSG00000057672.16	protein_coding	320795	Pkn1	8.927265503	MGI:MGI:108022	0.120245041	3.783004534	0.000584038	0.024052739
chr10	61,680,299	61,693,297	12,999	+	3,740	ENSMUSG00000020088.10	protein_coding	20224	Sar1a	41.622066183	MGI:MGI:98230	0.077062883	3.783394507	0.000583391	0.024052739
chr15	42,424,723	42,676,977	252,255	-	5,205	ENSMUSG00000022309.9	protein_coding	11600	Angpt1	6.855073674	MGI:MGI:108448	0.140825213	3.784309898	0.000581875	0.024052739
chrX	136,245,079	136,247,139	2,061	+	1,037	ENSMUSG00000042712.10	protein_coding	22381	Tceal9	70.549648485	MGI:MGI:109567	0.173008943	3.781344791	0.000586800	0.024116759
chr15	82,808,436	82,987,872	179,437	-	8,245	ENSMUSG00000041852.15	protein_coding	21411	Tcf20	19.321173731	MGI:MGI:108399	0.116053666	3.780041653	0.000588977	0.024156541
chr6	87,578,591	87,590,720	12,130	-	4,230	ENSMUSG00000049409.9	protein_coding	58182	Prokr1	1.244878074	MGI:MGI:1929676	-0.362912087	-3.779125388	0.000590513	0.024169894
chr3	108,284,082	108,361,443	77,362	+	7,569	ENSMUSG00000068747.14	protein_coding	20661	Sort1	37.030416214	MGI:MGI:1338015	0.129714354	3.777384802	0.000593441	0.024190592
chr14	45,351,093	45,422,820	71,728	+	16,150	ENSMUSG00000053205.9	protein_coding	56291	Styx	0.751796913	MGI:MGI:1891150	0.210009267	3.777394643	0.000593424	0.024190592
chr12	40,222,758	40,229,169	6,412	+	1,524	ENSMUSG00000035983.4	antisense	629820	Gm7008	0.766190966	MGI:MGI:3647211	-0.366311357	-3.776438781	0.000595038	0.024206301
chr5	121,204,481	121,209,241	4,761	+	3,140	ENSMUSG00000029614.13	protein_coding	19988	Rpl6	99.012255321	MGI:MGI:108057	0.089603496	3.775577545	0.000596496	0.024216281
chrX	20,658,326	20,683,179	24,854	+	4,819	ENSMUSG00000001924.15	protein_coding	22201	Uba1	113.295488690	MGI:MGI:98890	0.127741357	3.774745324	0.000597908	0.024224364
chr17	84,183,931	84,187,947	4,017	-	3,530	ENSMUSG00000045817.8	protein_coding	12193	Zfp36l2	4.382605875	MGI:MGI:107945	0.164207401	3.773660363	0.000599753	0.024249949
chr14	19,872,559	19,977,172	104,614	-	4,390	ENSMUSG00000043004.13	protein_coding	14702	Gng2	194.920145868	MGI:MGI:102705	0.090666639	3.772515606	0.000601707	0.024279776
chr17	43,641,891	43,667,214	25,324	-	3,935	ENSMUSG00000023912.10	protein_coding	74011	Slc25a27	9.778959836	MGI:MGI:1921261	0.147866912	3.771643076	0.000603200	0.024290945
chr15	44,428,042	44,435,855	7,814	+	5,763	ENSMUSG00000022338.8	protein_coding	223527	Eny2	16.771331608	MGI:MGI:1919286	0.114526752	3.769243043	0.000607325	0.024407853
chr9	20,468,549	20,492,742	24,194	-	4,888	ENSMUSG00000059475.13	protein_coding	235028	Zfp426	8.105424533	MGI:MGI:1920248	-0.116508137	-3.767859036	0.000609716	0.024422198
chrX	57,053,583	57,067,183	13,601	+	4,879	ENSMUSG00000067873.11	protein_coding	72459	Htatsf1	20.729566427	MGI:MGI:1919709	0.076659897	3.767621614	0.000610127	0.024422198
chr5	140,008,689	140,321,550	312,862	-	3,649	ENSMUSG00000029554.15	protein_coding	17120	Mad1l1	4.553430423	MGI:MGI:1341857	0.141227987	3.765857377	0.000613190	0.024440228
chr11	23,516,203	23,521,155	4,953	-	2,007	ENSMUSG00000020286.13	protein_coding	67358	1700093K21Rik	0.187172245	MGI:MGI:1914608	0.660622903	3.764549008	0.000615472	0.024440228
chr13	51,685,529	51,793,673	108,145	-	7,679	ENSMUSG00000021451.16	protein_coding	20354	Sema4d	5.904531011	MGI:MGI:109244	-0.153624461	-3.765523115	0.000613772	0.024440228
chr15	68,928,420	69,101,211	172,792	+	3,662	ENSMUSG00000022332.8	protein_coding	13992	Khdrbs3	41.946317532	MGI:MGI:1313312	0.151020373	3.765175087	0.000614379	0.024440228
chr6	42,245,935	42,250,441	4,507	+	1,469	ENSMUSG00000029864.7	protein_coding	76263	Gstk1	2.526080676	MGI:MGI:1923513	-0.298696965	-3.763761063	0.000616850	0.024446345
chr17	49,615,136	49,909,847	294,712	+	6,015	ENSMUSG00000023999.14	protein_coding	319991	Kif6	0.232429653	MGI:MGI:1098238	-0.361406172	-3.761668037	0.000620525	0.024494779
chr18	61,555,274	61,590,061	34,788	+	10,502	ENSMUSG00000024576.14	protein_coding	93687	Csnk1a1	32.480623066	MGI:MGI:1934950	0.101808203	3.762346071	0.000619332	0.024494779
chr1	24,612,407	24,612,700	294	-	294	ENSMUSG00000067736.2	unprocessed_pseudogene	100142658	Gm10222	4.788998056	MGI:MGI:3642643	-2.033741048	-3.755796505	0.000630947	0.024671638
chr7	27,907,392	27,929,430	22,039	-	7,518	ENSMUSG00000070709.12	protein_coding	73430	Zfp974	1.586715111	MGI:MGI:1920680	-0.176420694	-3.755665931	0.000631181	0.024671638
chr11	53,476,573	53,480,274	3,702	-	3,702	ENSMUSG00000044352.6	protein_coding	237761	Sowaha	7.959628695	MGI:MGI:2687280	0.237253949	3.757552136	0.000627813	0.024671638
chr11	105,177,726	105,181,433	3,708	-	3,708	ENSMUSG00000099681.1	antisense	73431	1700052K11Rik	2.248823667	MGI:MGI:1920681	-0.217626743	-3.756655089	0.000629413	0.024671638
chr17	24,414,565	24,425,895	11,331	+	5,131	ENSMUSG00000034681.17	protein_coding	19826	Rnps1	31.573842512	MGI:MGI:97960	0.100548953	3.756349028	0.000629959	0.024671638
chr17	35,833,921	35,838,306	4,386	-	3,327	ENSMUSG00000001525.10	protein_coding	22154	Tubb5	788.072343905	MGI:MGI:107812	0.078197552	3.751576692	0.000638542	0.024910639
chrX	95,048,935	95,196,502	147,568	-	8,776	ENSMUSG00000025656.17	protein_coding	236915	Arhgef9	19.474873442	MGI:MGI:2442233	0.153823902	3.750125246	0.000641175	0.024964594
chr13	91,460,283	91,703,429	243,147	+	7,985	ENSMUSG00000003992.15	protein_coding	66970	Ssbp2	19.185532142	MGI:MGI:1914220	0.132170615	3.748227902	0.000644633	0.025050389
chr15	102,470,539	102,500,061	29,523	+	5,203	ENSMUSG00000056851.14	protein_coding	18521	Pcbp2	38.070127563	MGI:MGI:108202	0.088063063	3.746899495	0.000647065	0.025096055
chr18	77,789,914	77,882,879	92,966	+	2,340	ENSMUSG00000025429.9	protein_coding	19201	Pstpip2	1.651854994	MGI:MGI:1335088	-0.343317440	-3.744587009	0.000651319	0.025212094
chr14	34,185,688	34,201,653	15,966	-	10,516	ENSMUSG00000071531.3	protein_coding	432839	Gprin2	4.055148825	MGI:MGI:2444560	-0.136990375	-3.743585676	0.000653169	0.025234820
chr1	182,494,156	182,498,297	4,142	+	4,142	ENSMUSG00000104415.1	TEC	NA	Gm37069	0.167489335	NA	1.322454284	3.740706744	0.000658518	0.025280759
chr11	103,116,231	103,119,725	3,495	+	3,495	ENSMUSG00000048878.6	protein_coding	192231	Hexim1	12.538720416	MGI:MGI:2385923	0.144774584	3.740895887	0.000658165	0.025280759
chr12	99,884,517	99,955,219	70,703	+	7,988	ENSMUSG00000021177.16	protein_coding	104884	Tdp1	2.912895754	MGI:MGI:1920036	0.177323748	3.740804255	0.000658336	0.025280759
chr13	110,395,046	110,400,844	5,799	+	4,491	ENSMUSG00000021701.8	protein_coding	20620	Plk2	46.647675090	MGI:MGI:1099790	0.129192585	3.740222947	0.000659421	0.025280759
chr17	8,293,366	8,311,052	17,687	-	1,984	ENSMUSG00000087478.1	processed_transcript	75060	4930506C21Rik	0.277526664	MGI:MGI:1922310	-0.590425528	-3.738255815	0.000663105	0.025373296
chr7	35,200,027	35,215,498	15,472	-	4,700	ENSMUSG00000001802.16	protein_coding	435965	Lrp3	26.391685958	MGI:MGI:3584516	0.118633959	3.735853553	0.000667631	0.025497636
chr1	127,868,773	127,942,911	74,139	+	11,739	ENSMUSG00000036104.12	protein_coding	226407	Rab3gap1	4.065787380	MGI:MGI:2445001	-0.156267215	-3.732666045	0.000673683	0.025630744
chr5	114,896,936	114,912,234	15,299	+	6,374	ENSMUSG00000029561.17	protein_coding	23962	Oasl2	2.106024763	MGI:MGI:1344390	-0.628432429	-3.733140981	0.000672778	0.025630744
chr3	86,786,151	86,920,379	134,229	-	10,553	ENSMUSG00000028078.14	protein_coding	70762	Dclk2	18.135048800	MGI:MGI:1918012	0.132418179	3.731264229	0.000676361	0.025683719
chr12	17,546,146	17,546,281	136	+	136	ENSMUSG00000064427.1	snoRNA	NA	Gm22748	1.497511369	NA	1.223867664	3.728869282	0.000680961	0.025809314
chr4	129,513,581	129,515,985	2,405	+	1,605	ENSMUSG00000047945.6	protein_coding	17357	Marcksl1	619.291293601	MGI:MGI:97143	0.103440229	3.727819959	0.000682985	0.025813970
chr15	76,351,294	76,354,372	3,079	+	2,412	ENSMUSG00000022553.16	protein_coding	68877	Maf1	39.736365548	MGI:MGI:1916127	0.137215895	3.727466802	0.000683668	0.025813970
chr11	87,033,867	87,074,062	40,196	-	2,336	ENSMUSG00000061666.6	protein_coding	66569	Gdpd1	41.675809863	MGI:MGI:1913819	0.091926007	3.726389043	0.000685756	0.025843945
chr7	61,704,519	61,928,195	223,677	-	11,357	ENSMUSG00000109394.2	lincRNA	319893	A230057D06Rik	0.876114873	MGI:MGI:2442922	0.231928889	3.725274970	0.000687921	0.025876699
chr4	154,026,639	154,042,677	16,039	-	2,089	ENSMUSG00000039492.7	protein_coding	381580	Ccdc27	0.182121296	MGI:MGI:2685881	-1.456027829	-3.724313293	0.000689794	0.025898412
chr11	51,985,497	52,000,762	15,266	-	2,126	ENSMUSG00000020390.12	protein_coding	22210	Ube2b	122.280739801	MGI:MGI:102944	0.102786735	3.723241732	0.000691888	0.025928285
chr6	6,820,189	6,871,592	51,404	-	5,173	ENSMUSG00000090063.6	antisense	320038	Dlx6os1	7.802128124	MGI:MGI:2443217	0.277880342	3.719882100	0.000698493	0.026047462
chr8	22,476,788	22,569,612	92,825	+	6,216	ENSMUSG00000037656.9	protein_coding	20516	Slc20a2	5.457714896	MGI:MGI:97851	-0.146660534	-3.720452624	0.000697367	0.026047462
chr10	91,147,571	91,181,315	33,745	-	10,998	ENSMUSG00000019961.17	protein_coding	21917	Tmpo	8.081552388	MGI:MGI:106920	0.155461771	3.719635162	0.000698981	0.026047462
chrX	94,188,707	94,212,862	24,156	-	3,812	ENSMUSG00000035150.15	protein_coding	26905	Eif2s3x	35.230710539	MGI:MGI:1349431	0.082687499	3.718476579	0.000701274	0.026084256
chr4	48,663,514	48,673,502	9,989	+	2,054	ENSMUSG00000028348.7	protein_coding	68016	Cavin4	1.342943956	MGI:MGI:1915266	0.324656288	3.716970003	0.000704267	0.026146892
chr9	13,807,792	13,826,991	19,200	-	4,180	ENSMUSG00000031922.12	protein_coding	74360	Cep57	7.796928034	MGI:MGI:1915551	0.120903883	3.716288588	0.000705625	0.026148698
chr17	78,852,564	78,882,573	30,010	-	5,113	ENSMUSG00000024079.4	protein_coding	19106	Eif2ak2	1.607755485	MGI:MGI:1353449	-0.370685104	-3.714928424	0.000708343	0.026200804
chr7	25,072,567	25,082,480	9,914	+	4,870	ENSMUSG00000045252.11	protein_coding	232976	Zfp574	6.031620340	MGI:MGI:2442951	0.130557794	3.711610302	0.000715015	0.026364513
chr16	18,253,948	18,289,231	35,284	-	7,696	ENSMUSG00000022718.12	protein_coding	94223	Dgcr8	5.931968497	MGI:MGI:2151114	0.205685782	3.711415822	0.000715408	0.026364513
chr5	30,466,047	30,484,044	17,998	+	1,038	ENSMUSG00000029182.10	protein_coding	NA	Fam166c	0.371100065	NA	-0.668359933	-3.709456452	0.000719379	0.026364922
chr9	45,117,782	45,130,068	12,287	+	4,656	ENSMUSG00000070304.12	protein_coding	72821	Scn2b	16.715009087	MGI:MGI:106921	-0.352473176	-3.709667594	0.000718950	0.026364922
chr19	29,522,282	29,605,896	83,615	+	10,727	ENSMUSG00000038658.15	protein_coding	226089	Ric1	3.884038590	MGI:MGI:1924893	0.146139566	3.709897581	0.000718483	0.026364922
chr17	43,534,188	43,543,639	9,452	-	1,307	ENSMUSG00000096140.2	protein_coding	100043332	Ankrd66	0.282088812	MGI:MGI:1925106	-0.611658499	-3.708124200	0.000722092	0.026415854
chr18	37,674,307	37,841,873	167,567	+	4,720	ENSMUSG00000104346.1	protein_coding	93711	Pcdhga3	4.246584720	MGI:MGI:1935215	0.188291141	3.705471856	0.000727521	0.026565812
chr9	35,046,576	35,119,268	72,693	-	2,923	ENSMUSG00000032038.7	protein_coding	20443	St3gal4	6.132641135	MGI:MGI:1316743	0.140458023	3.704107622	0.000730329	0.026619679
chr10	95,385,362	95,417,180	31,819	-	9,531	ENSMUSG00000020027.18	protein_coding	216233	Socs2	4.872764036	MGI:MGI:1201787	0.101841008	3.702593966	0.000733456	0.026684985
chr9	102,505,750	102,546,239	40,490	+	5,879	ENSMUSG00000035606.8	protein_coding	16716	Ky	0.599103586	MGI:MGI:96709	-0.375372531	-3.701014631	0.000736734	0.026706927
chr12	78,748,907	78,840,586	91,680	+	8,777	ENSMUSG00000021112.9	protein_coding	56217	Pals1	3.286168562	MGI:MGI:1927339	-0.174949241	-3.701654923	0.000735403	0.026706927
chr14	66,297,031	66,311,424	14,394	+	4,618	ENSMUSG00000022043.19	protein_coding	66854	Trim35	56.939226280	MGI:MGI:1914104	0.073431826	3.698363013	0.000742268	0.026858800
chr16	94,570,010	94,695,067	125,058	+	8,251	ENSMUSG00000022897.15	protein_coding	13548	Dyrk1a	13.043537747	MGI:MGI:1330299	0.151939730	3.697031052	0.000745063	0.026911190
chr15	99,125,916	99,213,215	87,300	+	4,120	ENSMUSG00000051934.5	protein_coding	72572	Spats2	11.215346457	MGI:MGI:1919822	0.128899956	3.695906572	0.000747431	0.026947978
chr9	43,108,650	43,116,570	7,921	-	3,578	ENSMUSG00000048503.7	protein_coding	NA	Tlcd5	4.763437624	NA	0.119500252	3.693597650	0.000752315	0.027075210
chr4	48,124,915	48,185,911	60,997	+	5,935	ENSMUSG00000061455.13	protein_coding	67727	Stx17	4.547381364	MGI:MGI:1914977	-0.128122134	-3.691712961	0.000756325	0.027153857
chr4	58,798,911	58,912,749	113,839	-	11,447	ENSMUSG00000050812.18	protein_coding	230249	Ecpas	8.822669836	MGI:MGI:2140220	0.125421839	3.691293934	0.000757219	0.027153857
chr8	105,280,409	105,289,864	9,456	-	4,045	ENSMUSG00000014837.15	protein_coding	74356	4931428F04Rik	51.241338150	MGI:MGI:1921606	0.098834537	3.688588026	0.000763019	0.027300534
chr13	67,705,309	67,729,173	23,865	-	4,195	ENSMUSG00000071281.12	protein_coding	235907	Zfp65	5.330637696	MGI:MGI:107769	-0.172787401	-3.688112410	0.000764043	0.027300534
chr5	36,473,670	36,484,112	10,443	-	3,791	ENSMUSG00000029196.9	protein_coding	231151	Tada2b	9.678601211	MGI:MGI:3035274	0.140229546	3.686779428	0.000766920	0.027354388
chr10	88,379,132	88,447,320	68,189	+	5,883	ENSMUSG00000035311.16	protein_coding	432486	Gnptab	18.081061307	MGI:MGI:3643902	0.127268945	3.683730406	0.000773539	0.027541312
chr11	94,328,001	94,339,923	11,923	+	4,255	ENSMUSG00000020864.13	protein_coding	71452	Ankrd40	14.236792464	MGI:MGI:1918702	-0.116168009	-3.680655692	0.000780271	0.027731543
chr1	181,087,138	181,144,204	57,067	-	13,488	ENSMUSG00000026516.8	protein_coding	67459	Nvl	4.346005752	MGI:MGI:1914709	0.112620051	3.679733186	0.000782301	0.027754329
chr9	13,246,955	13,292,520	45,566	+	9,835	ENSMUSG00000079084.10	protein_coding	66396	Ccdc82	1.926120989	MGI:MGI:1913646	0.202873348	3.678095050	0.000785920	0.027784005
chr19	44,203,269	44,242,018	38,750	+	3,552	ENSMUSG00000025202.8	protein_coding	30049	Scd3	0.789615746	MGI:MGI:1353437	-0.391760463	-3.678390954	0.000785265	0.027784005
chr13	98,839,019	98,926,384	87,366	-	11,212	ENSMUSG00000009470.17	protein_coding	238799	Tnpo1	10.722183846	MGI:MGI:2681523	0.179032486	3.677370143	0.000787526	0.027791607
chr12	55,384,222	55,418,310	34,089	+	1,234	ENSMUSG00000021024.14	protein_coding	26443	Psma6	95.722178242	MGI:MGI:1347006	0.111445117	3.675965181	0.000790649	0.027812911
chr19	16,132,831	16,387,463	254,633	+	6,185	ENSMUSG00000024639.5	protein_coding	14682	Gnaq	52.292956901	MGI:MGI:95776	0.133910844	3.675845694	0.000790915	0.027812911
chr1	60,409,619	60,481,158	71,540	+	8,543	ENSMUSG00000026782.15	protein_coding	329165	Abi2	29.867270351	MGI:MGI:106913	0.117600508	3.674395982	0.000794150	0.027828702
chrX	8,271,133	8,280,179	9,047	+	2,241	ENSMUSG00000031170.14	protein_coding	209837	Slc38a5	4.244367058	MGI:MGI:2148066	0.226455072	3.674983841	0.000792837	0.027828702
